orthogroup	WGA
18958at7399	0.51
18962at7399	0.93
18979at7399	0.51
18980at7399	0.77
18982at7399	0.91
18983at7399	0.85
18984at7399	0.955
18987at7399	0.39
18993at7399	0.57
18996at7399	0.9
19001at7399	0.88
19011at7399	0.35
19012at7399	0.76
19013at7399	0.77
19014at7399	0.93
19020at7399	0.42
19026at7399	0.15
19031at7399	0.385
19032at7399	0.86
19037at7399	0.5
19038at7399	0.98
19041at7399	0.66
19047at7399	0.94
19049at7399	0.94
19052at7399	0.87
19068at7399	0.39
19070at7399	0.56
19071at7399	0.4
19072at7399	0.92
19073at7399	0.86
19080at7399	0.88
19090at7399	0.59
19096at7399	0.94
19101at7399	0.84
19106at7399	0.91
19107at7399	0.82
19108at7399	0.87
19116at7399	0.8
19119at7399	0.77
19122at7399	0.7
19129at7399	0.92
19131at7399	0.93
19136at7399	0.644
19141at7399	0.85
19142at7399	0.83
19150at7399	0.92
19151at7399	0.93
19155at7399	0.85
19158at7399	0.91
19159at7399	0.64
19162at7399	0.88
19165at7399	0.65
19166at7399	0.83
19175at7399	0.71
19180at7399	0.9
19181at7399	0.9
19186at7399	0.92
19187at7399	0.89
19189at7399	0.71
19191at7399	0.63
19192at7399	0.26
19198at7399	0.21
19202at7399	0.49
19203at7399	0.51
19210at7399	0.64
19219at7399	0.91
19224at7399	0.74
19226at7399	0.58
19227at7399	0.67
19233at7399	0.53
19234at7399	1.0
19239at7399	0.75
19240at7399	0.51
19242at7399	0.715
19246at7399	0.56
19260at7399	0.63
19264at7399	0.72
19265at7399	0.87
19266at7399	0.86
19270at7399	0.83
19274at7399	0.82
19276at7399	0.54
19279at7399	0.75
19281at7399	0.93
19283at7399	0.57
19289at7399	0.95
19291at7399	0.53
19293at7399	0.87
19298at7399	0.82
19302at7399	0.78
19304at7399	0.98
19306at7399	0.69
19311at7399	0.92
19312at7399	0.59
19314at7399	0.47
19316at7399	0.52
19322at7399	0.57
19325at7399	0.12
19329at7399	0.76
19330at7399	0.73
19333at7399	0.73
19334at7399	0.64
19336at7399	0.5
19337at7399	0.9
19342at7399	0.02
19346at7399	0.6
19348at7399	0.85
19350at7399	0.89
19352at7399	0.87
19353at7399	0.72
19356at7399	0.83
19358at7399	0.76
19363at7399	0.51
19365at7399	0.86
19367at7399	0.87
19368at7399	0.675
19377at7399	0.56
19380at7399	0.83
19381at7399	0.91
19389at7399	0.92
19391at7399	0.82
19399at7399	0.94
19405at7399	0.77
19406at7399	0.47
19407at7399	0.83
19408at7399	0.61
19410at7399	0.95
19415at7399	0.82
19419at7399	0.87
19420at7399	0.9
19424at7399	0.77
19425at7399	0.77
19426at7399	0.81
19427at7399	0.3
19436at7399	0.41
19437at7399	0.59
19443at7399	0.76
19445at7399	0.73
19447at7399	0.43
19448at7399	0.7
19450at7399	0.61
19457at7399	0.86
19462at7399	0.94
19468at7399	0.59
19471at7399	0.7
19472at7399	0.695
19474at7399	0.87
19478at7399	0.62
19479at7399	0.36
19483at7399	0.52
19490at7399	0.8
19493at7399	0.87
19495at7399	0.86
19497at7399	0.72
19504at7399	0.84
19505at7399	0.79
19507at7399	0.87
19508at7399	0.94
19509at7399	0.85
19512at7399	0.76
19513at7399	0.64
19514at7399	0.98
19518at7399	0.65
19519at7399	0.95
19522at7399	0.91
19532at7399	0.87
19534at7399	0.98
19535at7399	0.89
19536at7399	0.72
19541at7399	0.5
19544at7399	0.95
19555at7399	0.93
19561at7399	0.77
19563at7399	0.84
19564at7399	0.92
19567at7399	0.64
19578at7399	0.9
19583at7399	0.44
19588at7399	0.8
19589at7399	0.95
19591at7399	0.75
19593at7399	0.72
19600at7399	0.91
19601at7399	0.89
19602at7399	0.93
19617at7399	0.81
19619at7399	0.96
19624at7399	0.84
19626at7399	0.86
19629at7399	0.9
19634at7399	0.09
19636at7399	0.82
19638at7399	0.57
19639at7399	0.66
19640at7399	0.87
19641at7399	0.97
19643at7399	0.66
19652at7399	0.89
19654at7399	0.15
19657at7399	0.51
19658at7399	0.64
19664at7399	0.725
19666at7399	0.71
19670at7399	0.87
19673at7399	0.73
19677at7399	0.87
19678at7399	0.56
19679at7399	0.77
19685at7399	0.85
19692at7399	0.65
19693at7399	0.73
19701at7399	0.65
19702at7399	0.94
19709at7399	0.725
19711at7399	0.76
19712at7399	0.88
19719at7399	0.88
19723at7399	0.52
19725at7399	0.73
19729at7399	0.53
19732at7399	0.91
19737at7399	0.79
19742at7399	0.91
19745at7399	0.79
19746at7399	0.77
19748at7399	0.64
19749at7399	0.83
19753at7399	0.59
19756at7399	0.91
19760at7399	0.83
19766at7399	0.99
19769at7399	0.84
19773at7399	0.92
19775at7399	0.37
19776at7399	0.68
19784at7399	0.94
19785at7399	0.9
19792at7399	0.695
19797at7399	0.9
19798at7399	0.78
19801at7399	0.45
19809at7399	0.93
19810at7399	0.71
19811at7399	0.91
19814at7399	0.91
19817at7399	0.87
19831at7399	0.78
19832at7399	0.96
19833at7399	0.73
19838at7399	0.87
19839at7399	0.96
19843at7399	0.62
19844at7399	0.67
19846at7399	0.77
19852at7399	0.71
19857at7399	0.42
19858at7399	0.78
19859at7399	0.89
19861at7399	0.96
19862at7399	0.66
19865at7399	0.62
19867at7399	0.79
19874at7399	0.91
19879at7399	0.91
19883at7399	0.9
19888at7399	0.95
19897at7399	0.96
19900at7399	0.68
19909at7399	0.66
19912at7399	0.8
19928at7399	0.9
19938at7399	0.71
19952at7399	0.74
19954at7399	0.89
19960at7399	0.76
19966at7399	0.91
19969at7399	0.73
19973at7399	0.7
19976at7399	0.89
19977at7399	0.9
19978at7399	0.74
19990at7399	0.64
19992at7399	0.88
19995at7399	0.91
19999at7399	0.76
20000at7399	0.64
20001at7399	0.85
20006at7399	0.57
20007at7399	0.44
20010at7399	0.51
20013at7399	0.94
20015at7399	0.78
20016at7399	0.75
20017at7399	0.64
20021at7399	0.57
20023at7399	0.96
20030at7399	0.91
20048at7399	0.82
20053at7399	0.94
20056at7399	0.57
20062at7399	0.7
20065at7399	0.97
20068at7399	0.55
20076at7399	0.8
20084at7399	0.85
20092at7399	0.79
20096at7399	0.91
20097at7399	0.98
20108at7399	0.87
20117at7399	0.06
20118at7399	0.51
20119at7399	0.7
20123at7399	0.02
20127at7399	0.89
20128at7399	0.62
20131at7399	0.79
20138at7399	0.76
20139at7399	0.45
20142at7399	0.74
20153at7399	0.98
20157at7399	0.59
20161at7399	0.97
20163at7399	0.53
20171at7399	0.82
20179at7399	0.67
20183at7399	0.85
20184at7399	0.96
20187at7399	0.87
20199at7399	0.94
20202at7399	0.96
20204at7399	0.86
20209at7399	0.79
20210at7399	0.84
20219at7399	0.9
20224at7399	0.92
20232at7399	0.18
20233at7399	0.92
20234at7399	0.57
20235at7399	0.84
20237at7399	0.683333333
20239at7399	0.97
20245at7399	0.83
20246at7399	0.4
20247at7399	0.83
20257at7399	0.87
20258at7399	0.82
20259at7399	0.75
20263at7399	0.43
20265at7399	0.62
20266at7399	0.85
20269at7399	0.73
20271at7399	0.89
20276at7399	0.91
20277at7399	0.78
20280at7399	0.45
20281at7399	0.4
20284at7399	0.77
20287at7399	0.91
20294at7399	0.83
20295at7399	0.94
20304at7399	0.71
20306at7399	0.8
20308at7399	0.73
20311at7399	0.41
20323at7399	0.4
20324at7399	0.65
20332at7399	0.79
20335at7399	0.87
20336at7399	0.79
20345at7399	0.85
20348at7399	0.86
20356at7399	0.89
20358at7399	0.76
20362at7399	0.7
20365at7399	0.35
20366at7399	0.72
20368at7399	0.79
20370at7399	0.92
20372at7399	0.88
20376at7399	0.8
20378at7399	0.96
20390at7399	0.78
20392at7399	0.28
20393at7399	0.85
20394at7399	0.66
20396at7399	0.42
20397at7399	0.7481818179999999
20399at7399	0.48
20409at7399	0.74
20413at7399	0.93
20419at7399	0.54
20425at7399	0.81
20427at7399	0.88
20442at7399	0.93
20443at7399	0.81
20444at7399	0.9
20449at7399	0.93
20450at7399	0.77
20451at7399	0.89
20453at7399	0.89
20454at7399	0.61
20456at7399	0.89
20459at7399	0.78
20465at7399	0.65
20474at7399	0.7
20475at7399	0.37
20481at7399	0.53
20482at7399	0.97
20484at7399	0.79
20486at7399	0.96
20487at7399	1.0
20491at7399	0.95
20492at7399	0.92
20494at7399	0.54
20500at7399	0.55
20502at7399	0.81
20504at7399	0.3
20513at7399	0.91
20517at7399	0.83
20519at7399	0.73
20520at7399	0.92
20525at7399	0.87
20529at7399	0.69
20538at7399	0.94
20542at7399	0.79
20544at7399	0.93
20547at7399	0.86
20551at7399	0.81
20553at7399	0.8
20556at7399	0.98
20558at7399	0.64
20559at7399	0.95
20560at7399	0.57
20561at7399	0.74
20563at7399	1.0
20566at7399	0.81
20567at7399	0.86
20568at7399	0.8
20569at7399	0.8
20570at7399	0.68
20579at7399	0.75
20580at7399	0.57
20585at7399	0.9
20590at7399	0.92
20591at7399	0.48
20598at7399	0.84
20600at7399	0.71
20612at7399	0.81
20615at7399	0.82
20616at7399	0.55
20623at7399	0.85
20629at7399	0.96
20633at7399	0.64
20634at7399	0.92
20649at7399	0.64
20654at7399	0.79
20656at7399	0.87
20657at7399	0.87
20658at7399	0.18
20659at7399	0.97
20660at7399	0.75
20661at7399	0.9
20664at7399	0.95
20665at7399	0.69
20668at7399	0.77
20680at7399	0.71
20684at7399	0.57
20685at7399	0.69
20689at7399	0.89
20692at7399	0.71
20693at7399	0.89
20703at7399	0.93
20710at7399	0.92
20725at7399	0.72
20727at7399	0.97
20728at7399	0.94
20729at7399	0.71
20730at7399	0.76
20735at7399	0.37
20736at7399	0.97
20738at7399	0.97
20744at7399	0.89
20745at7399	0.6
20754at7399	0.63
20758at7399	0.46
20759at7399	0.87
20767at7399	0.83
20776at7399	0.96
20786at7399	0.85
20788at7399	0.24
20790at7399	0.87
20797at7399	0.56
20798at7399	1.0
20801at7399	0.88
20802at7399	0.46
20808at7399	0.91
20810at7399	0.87
20811at7399	0.9
20812at7399	0.535
20816at7399	0.92
20818at7399	0.82
20826at7399	0.53
20828at7399	0.35
20829at7399	0.68
20838at7399	0.94
20842at7399	0.86
20843at7399	0.85
20854at7399	0.52
20856at7399	0.65
20859at7399	0.89
20864at7399	0.93
20867at7399	0.89
20868at7399	0.68
20869at7399	0.97
20874at7399	0.74
20877at7399	0.75
20879at7399	0.74
20882at7399	0.88
20888at7399	0.94
20889at7399	0.61
20892at7399	0.89
20899at7399	0.6333333329999999
20909at7399	0.83
20917at7399	0.44
20918at7399	0.94
20919at7399	0.87
20925at7399	0.51
20926at7399	0.76
20933at7399	0.99
20946at7399	0.92
20948at7399	0.86
20958at7399	0.23
20960at7399	0.85
20977at7399	0.88
20980at7399	0.81
20986at7399	0.98
20989at7399	0.65
20990at7399	0.89
20992at7399	0.89
20993at7399	0.6
20995at7399	0.72
21000at7399	0.8
21002at7399	0.79
21010at7399	0.73
21012at7399	0.91
21019at7399	0.52
21022at7399	0.8
21026at7399	0.68
21030at7399	0.68
21039at7399	0.7
21040at7399	0.63
21041at7399	0.9
21043at7399	0.95
21051at7399	0.66
21054at7399	0.87
21067at7399	0.49
21071at7399	0.0
21074at7399	0.39
21078at7399	0.4
21092at7399	0.62
21093at7399	0.19
21098at7399	0.97
21099at7399	0.84
21103at7399	1.0
21104at7399	0.67
21112at7399	0.92
21115at7399	0.5
21119at7399	0.84
21120at7399	0.85
21121at7399	0.93
21123at7399	0.95
21124at7399	0.83
21130at7399	0.96
21133at7399	0.39
21134at7399	0.54
21135at7399	0.91
21137at7399	0.84
21150at7399	0.89
21151at7399	0.84
21153at7399	0.74
21155at7399	0.7
21158at7399	0.73
21159at7399	0.21
21164at7399	0.57
21169at7399	0.93
21170at7399	0.85
21171at7399	0.91
21173at7399	0.83
21175at7399	0.78
21181at7399	0.65
21182at7399	0.68
21184at7399	0.27
21195at7399	0.55
21202at7399	0.71
21203at7399	0.68
21206at7399	0.91
21209at7399	0.84
21214at7399	0.51
21216at7399	0.57
21226at7399	0.675
21232at7399	0.57
21234at7399	0.59
21237at7399	0.83
21238at7399	0.86
21245at7399	0.52
21247at7399	0.84
21255at7399	0.79
21260at7399	0.96
21263at7399	0.9
21269at7399	0.79
21276at7399	0.57
21278at7399	0.39
21282at7399	0.94
21283at7399	0.68
21284at7399	0.82
21288at7399	0.86
21290at7399	0.93
21291at7399	0.97
21296at7399	0.7
21297at7399	0.77
21298at7399	0.93
21299at7399	0.84
21304at7399	0.77
21307at7399	0.72
21309at7399	0.96
21313at7399	0.92
21329at7399	0.72
21331at7399	0.94
21336at7399	0.86
21338at7399	0.4
21341at7399	0.49
21343at7399	0.88
21350at7399	0.89
21361at7399	0.64
21368at7399	0.5
21377at7399	0.93
21378at7399	0.82
21380at7399	0.75
21381at7399	0.34
21383at7399	0.42
21385at7399	0.88
21387at7399	0.3
21393at7399	0.88
21394at7399	0.92
21398at7399	0.89
21400at7399	0.25
21413at7399	0.82
21415at7399	0.56
21416at7399	0.86
21419at7399	0.96
21423at7399	0.68
21427at7399	0.56
21430at7399	0.48
21434at7399	0.91
21436at7399	0.45
21439at7399	0.68
21448at7399	0.61
21449at7399	0.61
21455at7399	0.87
21459at7399	0.75
21460at7399	0.8
21470at7399	0.97
21471at7399	0.84
21473at7399	0.5
21474at7399	0.85
21476at7399	0.95
21478at7399	0.93
21481at7399	0.95
21483at7399	0.78
21489at7399	0.54
21492at7399	0.96
21494at7399	0.76
21495at7399	0.58
21496at7399	0.82
21508at7399	0.58
21520at7399	0.93
21525at7399	0.96
21526at7399	0.73
21529at7399	0.94
21530at7399	0.69
21533at7399	0.86
21546at7399	0.93
21552at7399	0.956
21555at7399	0.85
21556at7399	0.97
21558at7399	0.93
21560at7399	0.69
21562at7399	0.95
21563at7399	0.28
21568at7399	0.9
21571at7399	0.96
21573at7399	0.59
21578at7399	0.96
21579at7399	0.79
21582at7399	0.35
21586at7399	0.41
21588at7399	0.61
21592at7399	0.76
21595at7399	0.92
21599at7399	0.02
21600at7399	0.81
21604at7399	0.84
21609at7399	0.86
21613at7399	0.91
21614at7399	0.88
21615at7399	0.63
21616at7399	0.94
21617at7399	0.73
21629at7399	0.49
21630at7399	0.98
21632at7399	0.93
21634at7399	0.86
21641at7399	0.53
21651at7399	0.93
21654at7399	0.95
21658at7399	0.23
21661at7399	0.9
21664at7399	0.9
21665at7399	0.7
21668at7399	0.65
21671at7399	0.98
21676at7399	0.56
21678at7399	0.75
21679at7399	0.27
21684at7399	0.58
21688at7399	0.16
21690at7399	0.73
21693at7399	0.93
21696at7399	0.92
21697at7399	0.83
21699at7399	0.92
21700at7399	0.84
21703at7399	0.77
21707at7399	0.55
21709at7399	0.88
21712at7399	0.525
21723at7399	0.66
21740at7399	0.89
21743at7399	0.83
21744at7399	0.87
21745at7399	0.92
21747at7399	0.89
21748at7399	0.76
21750at7399	0.87
21754at7399	0.97
21760at7399	0.6
21762at7399	0.6
21764at7399	0.83
21765at7399	0.57
21767at7399	0.95
21770at7399	0.8
21776at7399	0.49
21777at7399	0.91
21795at7399	0.76
21798at7399	0.55
21800at7399	0.95
21803at7399	0.86
21812at7399	0.96
21816at7399	0.88
21820at7399	0.91
21824at7399	0.93
21825at7399	0.56
21829at7399	0.65
21830at7399	0.88
21831at7399	0.93
21832at7399	0.74
21834at7399	0.78
21840at7399	0.56
21845at7399	0.71
21846at7399	0.86
21858at7399	0.6
21859at7399	0.89
21861at7399	0.88
21862at7399	0.82
21871at7399	0.91
21881at7399	0.93
21883at7399	0.75
21887at7399	0.473636364
21888at7399	0.74
21892at7399	0.94
21895at7399	0.7
21901at7399	0.91
21904at7399	0.97
21905at7399	0.91
21907at7399	0.85
21909at7399	0.75
21910at7399	0.78
21911at7399	0.83
21918at7399	0.49
21921at7399	0.82
21924at7399	0.91
21925at7399	0.54
21926at7399	0.89
21935at7399	0.42
21938at7399	0.85
21939at7399	0.88
21948at7399	0.38
21950at7399	0.59
21957at7399	0.81
21968at7399	0.73
21970at7399	0.9
21980at7399	0.625
21989at7399	0.09
21990at7399	0.97
21999at7399	0.9
22002at7399	0.63
22007at7399	0.81
22009at7399	0.89
22012at7399	0.95
22022at7399	0.86
22026at7399	0.69
22027at7399	0.89
22028at7399	0.6
22030at7399	0.92
22036at7399	0.42
22038at7399	0.58
22039at7399	0.88
22040at7399	0.87
22041at7399	0.53
22042at7399	0.32
22048at7399	0.79
22049at7399	1.0
22053at7399	0.64
22056at7399	0.69
22058at7399	0.94
22064at7399	0.88
22066at7399	0.93
22073at7399	0.45
22077at7399	0.39
22080at7399	0.67
22089at7399	0.93
22090at7399	0.89
22092at7399	0.98
22103at7399	0.58
22105at7399	0.94
22106at7399	0.96
22108at7399	0.34
22109at7399	0.44
22114at7399	0.72
22115at7399	0.11
22117at7399	0.9
22118at7399	0.58
22119at7399	0.79
22120at7399	0.91
22121at7399	0.95
22131at7399	0.89
22135at7399	0.73
22141at7399	0.15
22143at7399	0.89
22145at7399	0.87
22148at7399	0.9
22158at7399	0.85
22161at7399	0.8
22162at7399	0.4
22164at7399	0.87
22172at7399	0.55
22183at7399	0.7
22185at7399	0.89
22188at7399	0.8533333329999999
22191at7399	0.54
22194at7399	0.25
22195at7399	0.83
22198at7399	0.96
22203at7399	0.67
22204at7399	0.88
22208at7399	0.89
22213at7399	0.93
22228at7399	0.76
22233at7399	0.43
22234at7399	0.8
22238at7399	0.51
22239at7399	0.74
22243at7399	0.88
22244at7399	0.35
22245at7399	0.87
22247at7399	0.89
22249at7399	0.97
22256at7399	0.74
22265at7399	0.74
22267at7399	0.575
22288at7399	0.88
22289at7399	0.92
22293at7399	0.72
22299at7399	0.9
22305at7399	0.81
22311at7399	0.64
22315at7399	0.88
22316at7399	0.87
22318at7399	0.82
22320at7399	0.59
22328at7399	0.67
22332at7399	0.57
22335at7399	0.09
22339at7399	0.81
22340at7399	0.81
22343at7399	0.89
22344at7399	0.91
22345at7399	0.91
22349at7399	0.9
22358at7399	0.85
22362at7399	0.94
22364at7399	0.93
22365at7399	0.85
22367at7399	0.8
22368at7399	0.93
22370at7399	0.79
22372at7399	0.72
22374at7399	0.6
22375at7399	0.81
22377at7399	0.96
22379at7399	0.87
22389at7399	0.38
22393at7399	0.71
22394at7399	0.83
22400at7399	0.57
22401at7399	0.3
22403at7399	0.94
22404at7399	0.96
22405at7399	0.9
22406at7399	0.95
22407at7399	0.91
22417at7399	0.87
22424at7399	0.96
22426at7399	0.86
22431at7399	0.97
22435at7399	0.905
22436at7399	0.98
22442at7399	0.36
22455at7399	0.44
22456at7399	0.7
22457at7399	0.86
22473at7399	0.7
22475at7399	0.74
22477at7399	0.94
22481at7399	0.85
22483at7399	0.77
22491at7399	0.75
22494at7399	0.77
22495at7399	0.88
22496at7399	0.96
22497at7399	0.72
22499at7399	0.69
22501at7399	0.425
22505at7399	0.93
22509at7399	0.88
22510at7399	0.93
22511at7399	0.77
22512at7399	0.8
22516at7399	0.88
22517at7399	0.83
22520at7399	0.81
22521at7399	0.95
22524at7399	0.71
22525at7399	0.8
22528at7399	0.75
22532at7399	0.95
22538at7399	0.77
22539at7399	0.94
22540at7399	0.71
22541at7399	0.74
22542at7399	0.51
22543at7399	0.98
22547at7399	0.38
22552at7399	0.84
22553at7399	0.92
22555at7399	0.72
22556at7399	0.92
22565at7399	0.64
22566at7399	0.86
22572at7399	0.76
22579at7399	0.44
22580at7399	0.72
22582at7399	0.72
22587at7399	0.86
22591at7399	0.56
22593at7399	0.755
22594at7399	0.635
22606at7399	0.41
22613at7399	0.82
22615at7399	0.79
22622at7399	0.89
22623at7399	0.98
22624at7399	0.72
22631at7399	0.9
22634at7399	1.0
22635at7399	0.87
22639at7399	0.8
22640at7399	1.0
22645at7399	0.64
22646at7399	0.72
22648at7399	0.85
22651at7399	0.38
22653at7399	0.93
22655at7399	0.01
22664at7399	0.67
22666at7399	0.46
22667at7399	0.78
22673at7399	0.36
22682at7399	0.98
22687at7399	0.78
22690at7399	0.85
22693at7399	0.75
22694at7399	0.58
22697at7399	0.79
22700at7399	0.63
22701at7399	0.99
22702at7399	0.66
22704at7399	0.87
22710at7399	0.87
22717at7399	0.87
22718at7399	0.94
22720at7399	0.9
22721at7399	0.95
22722at7399	0.92
22727at7399	0.56
22728at7399	0.83
22731at7399	0.22
22735at7399	0.95
22738at7399	0.53
22742at7399	0.94
22745at7399	0.45
22752at7399	0.63
22755at7399	0.91
22756at7399	0.88
22760at7399	0.17
22762at7399	0.73
22767at7399	0.88
22774at7399	0.87
22775at7399	0.625
22777at7399	0.23
22783at7399	0.86
22784at7399	0.87
22792at7399	0.88
22801at7399	0.51
22803at7399	0.62
22806at7399	0.56
22816at7399	0.44
22817at7399	0.73
22820at7399	0.92
22823at7399	0.71
22829at7399	0.69
22831at7399	0.64
22839at7399	0.82
22841at7399	0.64
22842at7399	0.86
22846at7399	0.94
22848at7399	0.88
22852at7399	0.81
22853at7399	0.94
22855at7399	0.91
22862at7399	0.44
22873at7399	0.09
22879at7399	0.48
22881at7399	0.8
22887at7399	0.95
22888at7399	0.91
22892at7399	0.19
22893at7399	0.97
22895at7399	0.83
22896at7399	0.73
22898at7399	0.82
22903at7399	0.93
22904at7399	0.88
22910at7399	0.9
22914at7399	0.63
22915at7399	0.49
22916at7399	0.75
22921at7399	1.0
22929at7399	0.26
22931at7399	0.83
22938at7399	0.77
22940at7399	0.92
22942at7399	0.84
22945at7399	0.85
22946at7399	0.94
22947at7399	0.56
22950at7399	0.57
22951at7399	0.44
22958at7399	0.92
22959at7399	0.73
22964at7399	0.93
22970at7399	0.66
22980at7399	0.81
22985at7399	0.83
22987at7399	0.94
22992at7399	0.76
22994at7399	0.96
22996at7399	0.89
22997at7399	0.72
22999at7399	0.86
23005at7399	0.97
23019at7399	0.51
23025at7399	0.99
23026at7399	0.87
23030at7399	0.93
23033at7399	0.83
23034at7399	0.86
23046at7399	0.79
23059at7399	0.98
23062at7399	0.89
23064at7399	0.35
23066at7399	0.9
23071at7399	0.92
23072at7399	0.78
23076at7399	0.95
23077at7399	0.9
23078at7399	0.43
23079at7399	0.68
23080at7399	0.02
23087at7399	0.94
23090at7399	0.84
23095at7399	0.72
23096at7399	0.54
23103at7399	0.68
23112at7399	0.75
23113at7399	0.78
23115at7399	0.6
23119at7399	0.86
23121at7399	0.89
23122at7399	0.79
23124at7399	0.92
23126at7399	0.85
23137at7399	0.8
23141at7399	0.95
23143at7399	0.81
23149at7399	0.95
23154at7399	0.92
23157at7399	0.9
23160at7399	0.79
23162at7399	0.8
23168at7399	0.8
23169at7399	0.43
23171at7399	0.82
23173at7399	0.84
23174at7399	0.33
23175at7399	0.46
23187at7399	0.99
23188at7399	0.78
23190at7399	0.71
23191at7399	0.58
23195at7399	0.56
23197at7399	0.88
23203at7399	0.5
23205at7399	0.51
23208at7399	0.98
23213at7399	0.85
23217at7399	0.47
23220at7399	0.72
23223at7399	0.52
23224at7399	0.92
23227at7399	0.73
23228at7399	0.94
23231at7399	0.3
23236at7399	0.68
23247at7399	0.96
23248at7399	0.94
23254at7399	0.7
23258at7399	0.81
23261at7399	0.91
23268at7399	0.67
23273at7399	0.37
23275at7399	0.72
23276at7399	0.42
23283at7399	0.74
23290at7399	0.02
23298at7399	0.71
23304at7399	0.54
23308at7399	0.0
23309at7399	0.86
23314at7399	0.96
23325at7399	0.91
23333at7399	0.88
23335at7399	0.85
23336at7399	0.92
23339at7399	0.95
23341at7399	0.82
23342at7399	0.595
23343at7399	0.57
23345at7399	0.88
23353at7399	0.67
23355at7399	0.93
23358at7399	0.87
23362at7399	0.75
23364at7399	0.72
23366at7399	0.38
23369at7399	0.92
23374at7399	0.91
23376at7399	0.78
23377at7399	0.52
23381at7399	0.88
23382at7399	0.51
23384at7399	0.77
23385at7399	0.83
23386at7399	0.87
23388at7399	0.735
23389at7399	0.94
23396at7399	0.62
23404at7399	0.85
23405at7399	0.43
23408at7399	0.82
23409at7399	0.88
23410at7399	0.72
23411at7399	0.77
23413at7399	0.68
23415at7399	0.95
23423at7399	0.95
23425at7399	0.47
23430at7399	0.88
23432at7399	0.0
23435at7399	0.71
23444at7399	0.93
23456at7399	0.87
23458at7399	0.95
23463at7399	0.78
23466at7399	0.88
23467at7399	0.975
23470at7399	0.95
23472at7399	0.92
23473at7399	0.99
23474at7399	0.92
23476at7399	0.88
23478at7399	0.73
23480at7399	0.87
23483at7399	0.55
23488at7399	0.42
23491at7399	0.72
23493at7399	0.87
23495at7399	0.35
23496at7399	0.49
23499at7399	0.94
23500at7399	0.16
23502at7399	0.57
23503at7399	0.68
23519at7399	0.72
23520at7399	0.44
23528at7399	0.58
23532at7399	0.92
23534at7399	0.75
23547at7399	0.23
23548at7399	0.94
23553at7399	0.97
23555at7399	0.7
23559at7399	0.44
23565at7399	0.71
23568at7399	0.32
23570at7399	0.81
23572at7399	0.84
23576at7399	0.555
23578at7399	0.6
23579at7399	0.91
23580at7399	0.67
23581at7399	0.96
23586at7399	0.67
23587at7399	0.67
23589at7399	0.8
23592at7399	0.56
23593at7399	0.66
23594at7399	0.9
23597at7399	0.76
23598at7399	0.83
23600at7399	0.4
23601at7399	0.45
23612at7399	0.79
23618at7399	0.83
23621at7399	0.85
23625at7399	0.94
23626at7399	0.88
23632at7399	0.94
23638at7399	0.85
23644at7399	0.8
23646at7399	0.41
23648at7399	0.83
23650at7399	0.82
23653at7399	0.75
23657at7399	0.83
23658at7399	0.98
23663at7399	0.9
23665at7399	0.85
23671at7399	0.19
23680at7399	0.89
23681at7399	0.55
23689at7399	0.83
23690at7399	0.56
23691at7399	0.61
23696at7399	0.4575
23697at7399	0.75
23705at7399	0.78
23708at7399	0.93
23716at7399	0.96
23718at7399	0.52
23720at7399	0.77
23722at7399	0.87
23725at7399	0.66
23728at7399	1.0
23731at7399	0.9
23734at7399	0.58
23738at7399	0.92
23743at7399	0.54
23744at7399	0.6
23753at7399	0.9
23757at7399	0.94
23758at7399	0.63
23761at7399	0.635
23765at7399	0.66
23766at7399	0.69
23768at7399	0.92
23769at7399	0.77
23770at7399	0.703333333
23771at7399	0.97
23774at7399	0.41
23775at7399	0.53
23779at7399	0.87
23780at7399	0.0
23785at7399	0.64
23790at7399	0.64
23791at7399	0.79
23793at7399	0.8
23794at7399	0.74
23803at7399	0.9
23821at7399	0.67
23823at7399	0.75
23826at7399	0.88
23830at7399	0.45
23843at7399	0.71
23845at7399	0.79
23853at7399	0.76
23856at7399	0.81
23857at7399	0.92
23858at7399	0.88
23860at7399	1.0
23865at7399	0.95
23872at7399	0.89
23875at7399	1.0
23878at7399	0.79
23881at7399	0.605
23882at7399	0.61
23883at7399	0.76
23886at7399	0.81
23897at7399	0.96
23898at7399	0.98
23901at7399	0.74
23904at7399	0.89
23905at7399	0.53
23909at7399	0.73
23911at7399	0.94
23912at7399	0.69
23913at7399	0.86
23917at7399	0.2
23918at7399	0.71
23925at7399	0.87
23927at7399	0.59
23928at7399	0.66
23932at7399	0.82
23933at7399	1.0
23934at7399	0.49
23935at7399	0.75
23940at7399	0.91
23945at7399	0.64
23949at7399	0.63
23958at7399	0.6
23963at7399	0.92
23972at7399	0.41
23982at7399	0.87
23985at7399	0.92
23992at7399	0.83
23994at7399	0.53
23998at7399	0.95
23999at7399	0.84
24000at7399	0.91
24004at7399	0.87
24005at7399	0.97
24012at7399	0.76
24036at7399	0.67
24039at7399	0.96
24040at7399	0.83
24041at7399	0.82
24042at7399	0.94
24044at7399	0.85
24048at7399	0.9
24050at7399	0.88
24053at7399	0.96
24055at7399	0.93
24070at7399	0.82
24072at7399	0.84
24077at7399	0.84
24082at7399	0.79
24088at7399	0.68
24089at7399	0.89
24093at7399	0.98
24095at7399	0.99
24108at7399	0.56
24111at7399	0.73
24115at7399	0.82
24119at7399	0.94
24120at7399	0.47
24122at7399	0.77
