gene	PHC
GB45727	0.26
GB40895	0.46
GB49154	0.3
GB49395	0.35
GB53350	0.13
GB53716	0.24
GB47799	0.56
GB46898	0.55
GB47237	0.45
GB44677	0.55
GB50596	0.3
GB55997	0.08
GB48304	0.47
GB41399	0.16
GB56035	0.15
GB47000,GB47895,GB52230,GB55636,GB55636,GB46100,GB46823,GB52230,GB47895,GB47000,GB52230	0.08
GB55036	0.09
GB43218	0.36
GB41364	0.6
GB51299	0.32
GB48346	0.41
GB47180	0.53
GB55803	0.48
GB49981,GB49983	0.355
GB44826	0.45
GB53359	0.54
GB52529	0.32
GB43566	0.39
GB44469	0.39
GB45188	0.2
GB49457	0.44
GB48892	0.21
GB55445	0.34
GB46291	0.15
GB42576	0.15
GB49123	0.19
GB55666	0.55
GB50851	0.41
GB48886	0.49
GB43436	0.92
GB44978	0.5
GB52061	0.49
GB51105	0.37
GB47319	0.39
GB55531	0.4
GB45183	0.12
GB53334	0.5
GB48961	0.39
GB50561,GB43768	0.41
GB55943	0.44
GB53975	0.53
GB52288	0.36
GB46928	0.56
GB54243	0.45
GB54227	0.41
GB53201	0.4
GB47296	0.34
GB54925	0.43
GB41849	0.47
GB48363	0.16
GB47638	0.76
GB41270	0.24
GB55970	0.59
GB53318	0.9
GB44731	0.28
GB49368	0.55
GB46743	0.36
GB45696	0.3
GB42790	0.32
GB42634	0.24
GB44980,GB44981	0.145
GB44931	0.42
GB45848	0.14
GB41197	0.21
GB41176	0.46
GB55601	0.4
GB46410	0.18
GB44043	0.33
GB45633	0.17
GB50512	0.41
GB51606	0.72
GB41646	0.34
GB41815	0.56
GB47140	0.09
GB42899	0.28
GB40114	0.5
GB44869	0.38
GB46404	0.06
GB45042	0.73
GB40728	0.28
GB45105	0.55
GB41030	0.64
GB49691	0.11
GB49752	0.31
GB41458	0.19
GB40460	0.11
GB51631	0.31
GB55753	0.47
GB47609	0.13
GB47202	0.45
GB53316,GB50320	0.625
GB48810	0.58
GB48152	0.37
GB45025	0.36
GB46983	0.83
GB53245	0.32
GB41034	0.19
GB55600	0.18
GB51555	0.87
GB44878	0.77
GB49654	0.45
GB40265	0.27
GB54541	0.09
GB42339	0.16
GB55640	0.34
GB41168	0.46
GB43100	0.48
GB52467	0.36
GB49100	0.07
GB45375	0.32
GB45639	0.27
GB49265	0.95
GB48641	0.24
GB50881	0.09
GB42760	0.56
GB41341	0.37
GB50062	0.43
GB42218,GB42219	0.06
GB45011	0.33
GB44425	0.36
GB50145	0.36
GB49195,GB49195	0.13
GB49956	0.18
GB45648	0.46
GB40807	0.35
GB51305,GB47545	0.28
GB51303	0.28
GB50441	0.26
GB44059	0.73
GB55288	0.54
GB41553	0.64
GB43181	0.31
GB55716	0.69
GB50804	0.15
GB53419	0.12
GB48173,GB48174	0.505
GB46398	0.27
GB55474	0.7
GB40997	0.18
GB51030	0.47
GB51917,GB43358,GB43362	0.146666667
GB49702	0.38
GB41945	0.23
GB50103	0.44
GB42560	0.53
GB55162	0.19
GB46589	0.43
GB47967	0.73
GB41969	0.6
GB44169	0.31
GB44165	0.11
GB54779	0.36
GB47988	0.28
GB41604	0.44
GB43861	0.6
GB45336	0.18
GB50628	0.51
GB52455	0.33
GB42594	0.2
GB46119	0.16
GB52190	0.27
GB52493	0.2
GB55918	0.32
GB49306	0.77
GB48706	0.08
GB53234,GB53234	0.4
GB43863	0.4
GB53732	0.21
GB47823	0.21
GB40031	0.68
GB44071	0.69
GB41410	0.21
GB42298	0.43
GB55192	0.23
GB50796	0.0
GB53294	0.17
GB41954	0.21
GB42794	0.16
GB49754	0.11
GB46917	0.62
GB41259	0.48
GB53101	0.79
GB40658	0.33
GB46122	0.37
GB43591	0.24
GB47517	0.57
GB40070	0.57
GB47574	0.48
GB54748	0.54
GB49377	0.41
GB55354,GB55354	0.67
GB45547	0.08
GB41074	0.11
GB48754	0.52
GB43409	0.51
GB49398	0.3
GB45000	0.34
GB55277	0.08
GB47811	0.24
GB52026	0.19
GB45013	0.07
GB52800	0.31
GB40083	0.54
GB46214	0.48
GB47430	0.4
GB54237	0.26
GB54220	0.34
GB44470	0.31
GB48029	0.17
GB44663	0.12
GB49191	0.29
GB45421	0.31
GB46492	0.35
GB55275	0.54
GB44404	0.34
GB44122	0.18
GB51292	0.35
GB53695,GB48850	0.215
GB49664	0.21
GB54548	0.22
GB49383	0.36
GB49041	0.47
GB43643	0.2
GB50380	0.43
GB54156	0.35
GB43808	0.57
GB49808	0.49
GB47192	0.38
GB45759	0.24
GB45148	0.08
GB40308	0.46
GB49727	0.18
GB41320	0.64
GB44721	0.38
GB45527	0.48
GB41640	0.74
GB42796	0.27
GB50568	0.38
GB54146	0.55
GB46249	0.36
GB49942	0.25
GB48350,GB48350	0.01
GB49538	0.6
GB51411	0.42
GB42071	0.43
GB53349	0.58
GB50663	0.39
GB42497	0.18
GB45335	0.15
GB46605	0.58
GB51718	0.38
GB47373	0.25
GB47075	0.11
GB53750	0.52
GB54370	0.73
GB51582	0.47
GB53188	0.08
GB45139	0.2
GB43915	0.25
GB48460	0.07
GB47996	0.55
GB45526	0.51
GB49549	0.46
GB52841	0.06
GB41966	0.12
GB43691	0.16
GB49192	0.53
GB54300	0.72
GB48064	0.03
GB55552,GB41653	0.26
GB52920	0.16
GB54293	0.16
GB51295	0.27
GB55414	0.19
GB54256	0.29
GB51887	0.14
GB45050	0.53
GB55109	0.25
GB51087	0.28
GB45008	0.61
GB53428	0.13
GB52656	0.1
GB51069	0.48
GB55639	0.63
GB54498	0.6
GB51462	0.71
GB55869,GB55869	0.23
GB50872	0.29
GB45045	0.78
GB54458	0.07
GB45147	0.13
GB48176	0.45
GB54569	0.31
GB41793	0.58
GB44907	0.23
GB51911	0.46
GB47957,GB47957	0.22
GB43841	0.43
GB51658	0.54
GB47380,GB47380,GB47380,GB54084,GB54084	0.664
GB52500	0.49
GB51573	0.56
GB53777	0.65
GB52185	0.26
GB52638	0.3
GB55722	0.12
GB45337	0.31
GB46167	0.78
GB41913	0.31
GB48683	0.36
GB40767	0.22
GB52765	0.21
GB45443	0.31
GB44398	0.48
GB55232	0.0
GB45083	0.45
GB51425,GB46180	0.36
GB43228	0.25
GB45367	0.5
GB47045	0.55
GB51290	0.39
GB41153	0.38
GB53067	0.36
GB43188	0.2
GB54291	0.83
GB52439	0.65
GB42934	0.62
GB42351	0.09
GB51052	0.68
GB48866	0.66
GB47434	0.11
GB54503	0.52
GB40398	0.37
GB42319	0.3
GB48310	0.21
GB53328	0.53
GB54891	0.14
GB55223	0.41
GB52194	0.07
GB41698	0.35
GB54952	0.01
GB45119	0.3
GB55156	0.43
GB55829	0.58
GB43883	0.38
GB45720	0.61
GB54983	0.55
GB43843	0.37
GB41656	0.2
GB44397	0.25
GB42217,GB48194	0.095
GB50575	0.35
GB55373	0.39
GB47160	0.42
GB47990	0.56
GB48660	0.35
GB45372	0.26
GB45634	0.21
GB47689	0.44
GB42655	0.88
GB42083	0.24
GB51409	0.31
GB55317	0.27
GB50051	0.16
GB44052	0.36
GB40691	0.16
GB41857	0.17
GB50350	0.31
GB50253	0.11
GB46363	0.16
GB50603	0.44
GB46977	0.1
GB44786	0.59
GB50249	0.19
GB52645	0.58
GB40121,GB40122	0.395
GB54508	0.09
GB53779	0.11
GB55353	0.43
GB52996	0.36
GB43946,GB43946	0.15
GB49250	0.31
GB54016	0.18
GB52878	0.35
GB54087	0.32
GB49281	0.25
GB47226	0.42
GB40875	0.47
GB50655	0.29
GB46744	0.54
GB47311	0.6
GB45222	0.26
GB55212,GB55205,GB55208,GB55215,GB55214,GB55213,GB55204,GB55207,GB55206,GB55211,GB46294	0.041818182
GB54782	0.27
GB43103	0.6
GB43824	0.24
GB53065	0.48
GB48118	0.72
GB52745	0.5
GB43375,GB43375	0.56
GB45441	0.36
GB47342	0.29
GB40267	0.2
GB47654	0.26
GB43968	0.18
GB48672	0.58
GB41413	0.09
GB43154	0.66
GB54399	0.11
GB56018	0.45
GB48110	0.4
GB43879	0.12
GB51372	0.25
GB48621	0.39
GB44964	0.32
GB49521	0.69
GB48820,GB46970	0.205
GB55233	0.01
GB50083	0.77
GB54967	0.52
GB41123	0.11
GB44894	0.29
GB46477	0.57
GB44428	0.78
GB54865,GB54865	0.27
GB53387	0.43
GB49415	0.56
GB40228	0.23
GB42429	0.32
GB41140	0.11
GB47390,GB48849	0.46
GB40445	0.59
GB40020	0.25
GB51614	0.07
GB47815	0.43
GB55900	0.95
GB46896	0.24
GB54396	0.21
GB47772	0.4
GB54504	0.38
GB45698	0.68
GB41369	0.03
GB43848	0.18
GB40968	0.16
GB44483	0.6
GB44209	0.34
GB44069	0.7
GB54020	0.19
GB44571	0.63
GB42845	0.61
GB52236	0.1
GB41225	0.17
GB51604	0.43
GB44654	0.01
GB45627	0.53
GB55098	0.2
GB55570	0.38
GB43873	0.5
GB54974	0.67
GB50980	0.52
GB55355	0.32
GB51008	0.02
GB44764	0.43
GB54102	0.38
GB43229	0.48
GB44518	0.42
GB53417	0.55
GB43598	0.14
GB53627	0.58
GB54940	0.22
GB45113	0.07
GB44937	0.45
GB55685,GB43779,GB43779	0.08
GB42702	0.18
GB54564	0.02
GB51674	0.31
GB54255	0.68
GB49418	0.25
GB54838	0.38
GB41150	0.58
GB54646	0.63
GB44140	0.34
GB52120	0.31
GB44141	0.32
GB51843	0.15
GB48018	0.35
GB46900	0.36
GB47097	0.05
GB49777	0.46
GB44040	0.32
GB43638	0.39
GB50942	0.35
GB51109,GB51172	0.27
GB47497	0.49
GB49453	0.65
GB46056	0.25
GB43378	0.48
GB51051	0.43
GB55482	0.29
GB47268	0.46
GB46617	0.33
GB43169	0.53
GB54397	0.11
GB48037,GB48037	0.19
GB51746	0.26
GB41090	0.0
GB51256	0.48
GB45624	0.35
GB51561	0.49
GB41118	0.36
GB50016	0.33
GB46274	0.58
GB41224	0.42
GB55625	0.65
GB53361	0.61
GB41199	0.48
GB47833	0.31
GB48103	0.54
GB41158	0.44
GB41050	0.26
GB42549	0.05
GB52505	0.25
GB55479	0.56
GB51626	0.44
GB55063	0.09
GB42834	0.24
GB55011	0.33
GB55224	0.25
GB54895	0.07
GB41802	0.49
GB44868	0.46
GB53332	0.42
GB54184	0.57
GB46034	0.44
GB43194	0.31
GB51597	0.59
GB49071	0.52
GB47565	0.23
GB54190,GB54188	0.55
GB42758	0.89
GB40230	0.1
GB51739	0.14
GB43053	0.33
GB50699	0.52
GB55443	0.34
GB42398	0.24
GB50579	0.8
GB45543	0.33
GB46373	0.48
GB42448	0.33
GB40984	0.5
GB48978	0.49
GB52781	0.79
GB45561	0.36
GB47819	0.24
GB55260,GB46835	0.12
GB41859	0.44
GB52422	0.48
GB49758	0.28
GB48991	0.29
GB40868	0.49
GB51535	0.24
GB44694	0.37
GB53128	0.38
GB53799	0.57
GB46688	0.3
GB42335	0.3
GB52283	0.2
GB44444	0.61
GB51075	0.11
GB47992	0.73
GB42172	0.2
GB51434	0.21
GB50467	0.27
GB44678	0.8
GB53422	0.41
GB48652	0.52
GB46277	0.23
GB48220	0.59
GB52186	0.12
GB52115	0.28
GB41392	0.28
GB52912	0.22
GB40872	0.38
GB53221	0.2
GB53081	0.23
GB47954	0.08
GB48763,GB48760	0.585
GB46944,GB46932	0.29
GB47723	0.06
GB40429	0.32
GB52419	0.44
GB50131	0.62
GB49370	0.62
GB44230	0.31
GB53853	0.5
GB43485	0.83
GB50993	0.43
GB54519	0.22
GB49359	0.99
GB53880	0.08
GB50532	0.52
GB48349	0.51
GB50519	0.2
GB41522	0.52
GB44705	0.0
GB47143	0.21
GB43417	0.14
GB51627	0.4
GB49984	0.15
GB45730	0.88
GB49101	0.54
GB50680	0.36
GB49829	0.29
GB40700	0.27
GB41452,GB41453	0.27
GB43791	0.16
GB56001	0.51
GB51272	0.09
GB41779	0.58
GB55250	0.61
GB45944	0.43
GB49471	0.47
GB41134	0.48
GB48111	0.58
GB52516	0.6
GB51279	0.14
GB45764	0.54
GB52749	0.02
GB41770	0.2
GB46364	0.09
GB49443	0.6
GB49918	0.18
GB51838	0.45
GB48636	0.41
GB49536	0.09
GB52152	0.24
GB44461	0.37
GB42019	0.52
GB52842,GB54500	0.275
GB45877	0.05
GB42266	0.58
GB49948	0.17
GB42931	0.25
GB54796	0.22
GB52819	0.12
GB50889	0.27
GB54317	0.12
GB52568	0.03
GB53395	0.06
GB48908	0.11
GB55431	0.38
GB53235	0.22
GB49830	0.4
GB55602	0.03
GB55269	0.44
GB42667	0.59
GB46785	0.45
GB46844	0.23
GB53360	0.58
GB47283	0.49
GB49640	0.13
GB51753	0.0
GB40218	0.07
GB54047	0.5
GB55542	0.71
GB41334	0.67
GB55773	0.09
GB41131	0.47
GB45822	0.34
GB50216	0.44
GB52802	0.42
GB42677	0.53
GB45099	0.32
GB51994	0.4
GB50624	0.15
GB42800	0.12
GB55795	0.34
GB47212	0.88
GB41877	0.27
GB42970	0.42
GB49083	0.59
GB52053	0.39
GB52695	0.39
GB45334	0.55
GB50275	0.16
GB55705	0.1
GB52757	0.23
GB41133	0.26
GB42049	0.34
GB43544,GB54618	0.645
GB49614	0.14
GB53774	0.19
GB53728	0.2
GB48258	0.53
GB50761	0.17
GB48388	0.19
GB47617	0.4
GB50268	0.18
GB55004	0.51
GB52578	0.0
GB49866	0.25
GB51463	0.7
GB45477	0.39
GB52694	0.55
GB44612	0.32
GB52489	0.36
GB54350	0.34
GB54993	0.7
GB49706	0.47
GB50968	0.2
GB44734	0.48
GB42419	0.45
GB50480	0.09
GB45279	0.24
GB51757	0.55
GB54976	0.19
GB48128	0.4
GB40146	0.02
GB54653	0.67
GB44080	0.32
GB52990	0.2
GB55116	0.15
GB51941	0.24
GB42769	0.28
GB55322	0.46
GB44120,GB48510	0.11
GB46077	0.38
GB48233	0.59
GB51543	0.44
GB42753	0.54
GB53270	0.49
GB51701	0.37
GB55566	0.51
GB48965	0.28
GB43872	0.5
GB46437	0.49
GB55372	0.46
GB40344	0.31
GB55103	0.51
GB42816	0.15
GB46975	0.11
GB42628	0.55
GB45303	0.37
GB47392	0.08
GB44973	0.26
GB53184	0.48
GB55220	0.23
GB43011	0.33
GB42556,GB42556	0.09
GB47951	0.07
GB48048	0.35
GB44435	0.2
GB42878	0.25
GB52814	0.44
GB40395	0.3
GB43937	0.15
GB51703	0.21
GB43089	0.23
GB41120	0.49
GB40012	0.38
GB48697	0.46
GB45546	0.1
GB45263	0.25
GB52420	0.73
GB41737	0.65
GB42704	0.31
GB52525	0.31
GB46644	0.6
GB51200	0.23
GB51675	0.12
GB43574	0.16
GB45984	0.17
GB53027	0.0
GB53925	0.14
GB42637	0.32
GB53381	0.0
GB50737	0.41
GB46747	0.67
GB42880	0.56
GB43300	0.57
GB43778	0.52
GB42881	0.53
GB50607	0.53
GB47472	0.43
GB41097,GB48081	0.135
GB49934	0.08
GB40490	0.5
GB55613	0.1
GB44576	0.55
GB49661	0.45
GB48147	0.2
GB51214	0.36
GB52894	0.06
GB52782	0.61
GB42600	0.45
GB50513	0.3
GB43859,GB52657	0.19
GB50333	0.51
GB45157	0.27
GB50981	0.23
GB51691	0.2
GB40707	0.24
GB46276,GB46318	0.29
GB43630	0.49
GB47327	0.13
GB51740	0.3
GB46528,GB46528	0.15
GB47747	0.36
GB44298	0.29
GB55816	0.42
GB47332	0.33
GB40607	0.18
GB53826	0.68
GB47431	0.63
GB55469	0.25
GB44990	0.4
GB54525	0.0
GB41295	0.21
GB55533	0.61
GB41664	0.53
GB53827	0.55
GB41762	0.47
GB49364	0.49
GB46979,GB41279	0.725
GB46882	0.42
GB44693	0.36
GB45227	0.86
GB46182	0.44
GB47402	0.25
GB48277	0.53
GB55360	0.56
GB46626	0.26
GB46771	0.21
GB46460	0.24
GB42324	0.33
GB51408	0.16
GB46462	0.18
GB50555	0.48
GB47802	0.03
GB42798	0.13
GB46142	0.21
GB51540	0.22
GB40279,GB42570	0.12
GB47837	0.65
GB44583	0.4
GB53769	0.06
GB48155	0.65
GB40723	0.78
GB49771	0.18
GB44989	0.09
GB45636	0.13
GB44096	0.24
GB52250	0.42
GB48373,GB48374	0.195
GB50252	0.4
GB43472	0.6
GB51287	0.36
GB42772	0.63
GB53696	0.08
GB50450	0.16
GB42795	0.23
GB53490	0.27
GB40955,GB40955	0.41
GB45159	0.23
GB47538	0.19
GB44631	0.12
GB45020	0.16
GB55988	0.12
GB43402	0.29
GB40727	0.36
GB48432	0.22
GB55595	0.39
GB54837	0.6
GB51553	0.3
GB50994	0.48
GB46787	0.17
GB44967	0.26
GB54385	0.28
GB49308	0.2
GB40032	0.28
GB41627	0.67
GB50558	0.35
GB41916	0.27
GB45558	0.13
GB55397,GB54901	0.425
GB47012	0.31
GB42432	0.24
GB44101	0.27
GB55395	0.35
GB40243,GB43677,GB40330,GB49010	0.1375
GB45393	0.26
GB45143	0.33
GB41743	0.19
GB54266	0.61
GB43759	0.23
GB47345	0.19
GB53247	0.57
GB40969	0.36
GB49189	0.85
GB44492	0.35
GB41093	0.2
GB41848	0.37
GB43307	0.14
GB40663	0.43
GB50834	0.55
GB48356	0.59
GB44756	0.14
GB54860,GB42572	0.145
GB42227	0.4
GB55933	0.5
GB49594	0.26
GB47952,GB47953,GB47953	0.046666667
GB42944	0.72
GB41115	0.17
GB42746	0.57
GB52762	0.0
GB46496	0.26
GB42871	0.41
GB44803,GB51243	0.345
GB42820	0.27
GB48627	0.44
GB53648	0.23
GB43147	0.34
GB55987	0.24
GB50578	0.74
GB48535	0.16
GB46014	0.26
GB55420	0.27
GB49299	0.35
GB40776	0.29
GB52506	0.37
GB47008	0.4
GB40715	0.78
GB45933	0.1
GB42940	0.3
GB55768	0.99
GB40454	0.36
GB44367,GB48228	0.185
GB40489	0.1
GB44755	0.3
GB49519	0.45
GB45158	0.46
GB51106	0.51
GB49611	0.2
GB47726	0.73
GB50734	0.17
GB55712	0.27
GB41801	0.57
GB44203	0.16
GB41658	0.48
GB40560	0.09
GB43846	0.29
GB43826	0.33
GB48656	0.14
GB50677	0.39
GB40120	0.34
GB53085	0.82
GB48698	0.06
GB40861	0.2
GB49352	0.6
GB41316	0.18
GB45075	0.39
GB50633	0.22
GB46387	0.46
GB46153,GB46153	0.21
GB45537	0.51
GB54253	0.62
GB46219,GB46219	0.3
GB51761	0.1
GB44093	0.76
GB42109	0.16
GB49666	0.49
GB46986	0.07
GB53091	0.8
GB49021	0.35
GB50423	0.3
GB50479	0.5
GB51690	0.39
GB48622	0.19
GB44895	0.43
GB51648	0.15
GB41470	0.29
GB45657	0.38
GB40232	0.61
GB40514	0.58
GB54776	0.35
GB41917	0.28
GB44192	0.34
GB51584	0.45
GB46268	0.56
GB52630	0.51
GB54719	0.58
GB53435	0.26
GB50413	0.05
GB44560	0.46
GB55477	0.46
GB47905	0.01
GB41858	0.3
GB54484	0.44
GB41180,GB41180	0.37
GB41152	0.47
GB53019	0.13
GB40611	0.46
GB40595	0.27
GB54577,GB54577	0.1
GB48924	0.45
GB54829	0.22
GB51482	0.35
GB42193	0.54
GB42330	0.37
GB48874	0.59
GB44443	0.62
GB45949	0.33
GB42823	0.11
GB41946	0.19
GB42175	0.98
GB51251	0.72
GB47767	0.26
GB40095	0.39
GB48944	0.45
GB49831	0.52
GB40309	0.26
GB51889	0.47
GB55605	0.4
GB45824	0.23
GB49735	0.2
GB43129	0.16
GB46876	0.51
GB46259	0.0
GB50732	0.6
GB54831	0.06
GB41025	0.23
GB44726	0.31
GB46156	0.13
GB50522	0.37
GB49705	0.33
GB42697	0.47
GB44329	0.22
GB46645	0.62
GB51208	0.68
GB49487	0.42
GB54451	0.52
GB54419	0.35
GB43902	0.45
GB43877	0.11
GB48926	0.41
GB44672	0.35
GB48255	0.39
GB49999	0.32
GB50073	0.3
GB50004	0.56
GB46245	0.56
GB50766	0.05
GB54997,GB54997	0.09
GB53229	0.36
GB41337	0.11
GB52911	0.23
GB48225	0.59
GB52620	0.6
GB45859	0.07
GB51551	0.25
GB50661	0.55
GB48063	0.53
GB40472	0.38
GB51192	0.26
GB40494	0.23
GB50562,GB50562	0.39
GB47803	0.21
GB45039	0.55
GB44692	0.0
GB42641	0.24
GB47040	0.11
GB53222	0.36
GB53664	0.15
GB46761	0.55
GB54341	0.38
GB46141	0.5
GB40876	0.57
GB53152	0.57
GB47995	0.42
GB44281	0.62
GB50172	0.36
GB42799	0.19
GB55562	0.43
GB54673,GB54673	0.2
GB44166	0.27
GB40084	0.44
GB41977	0.39
GB51707	0.17
GB41525	0.55
GB50136	0.15
GB55977	0.25
GB54192	0.4
GB50092	0.62
GB47734	0.42
GB55564	0.27
GB45763	0.55
GB46720	0.21
GB50112	0.34
GB47469	0.34
GB50740	0.58
GB44681	0.11
GB55760	0.18
GB53792	0.15
GB49024	0.59
GB49424	0.09
GB40139	0.25
GB50572	0.47
GB46051	0.42
GB55303	0.16
GB50886	0.48
GB47028	0.38
GB54211	0.44
GB46911	0.53
GB49828	0.41
GB44413	0.46
GB53402	0.06
GB40467	0.29
GB49079	0.45
GB47603	0.28
GB51534	0.41
GB54697	0.46
GB52284	0.73
GB45841,GB52088	0.485
GB53355	0.34
GB46064	0.02
GB45617	0.37
GB44749	0.73
GB55581	0.44
GB47590	0.37
GB42858	0.25
GB49588	0.23
GB48322	0.3
GB40681	0.03
GB53401	0.47
GB44609	0.2
GB52511	0.57
GB50549	0.11
GB54327	0.1
GB46702	0.23
GB50552	0.73
GB49165	0.27
GB43956	0.07
GB42679	0.27
GB41973	0.34
GB43176	0.57
GB48845	0.44
GB42913	0.26
GB46764	0.53
GB48163	0.53
GB43924	0.24
GB51722	0.16
GB45656	0.4
GB52033	0.3
GB48414	0.74
GB48646	0.52
GB55062	0.22
GB46052	0.52
GB48543	0.25
GB43117	0.46
GB48265	0.45
GB42104	0.07
GB48538	0.38
GB43232	0.23
GB44297	0.28
GB53258	0.29
GB49795	0.39
GB51666,GB51666	0.26
GB49914	0.32
GB49655	0.26
GB47247	0.75
GB53707	0.34
GB54330	0.67
GB40399	0.41
GB51565	0.47
GB44831	0.22
GB43694	0.58
GB49244	0.58
GB50832	0.58
GB51564	0.56
GB54749	0.23
GB54298	0.38
GB41711	0.2
GB43116	0.18
GB43034	0.1
GB52689	0.24
GB53246	0.47
GB40170	0.22
GB45076	0.49
GB53317	0.33
GB49597	0.58
GB46654	0.14
GB50815	0.06
GB47881	0.14
GB53945	0.22
GB41148	0.45
GB50425	0.35
GB45844	0.61
GB42961	0.1
GB45167	0.6
GB43301	0.57
GB51996	0.57
GB51123	0.59
GB45431	0.12
GB48065	0.23
GB55529	0.17
GB49095	0.28
GB48631	0.0
GB54191	0.43
GB42952	0.49
GB54817,GB40253	0.3
GB44108	0.84
GB54741	0.31
GB47103	0.29
GB44345	0.73
GB51914	0.14
GB42902	0.4
GB42381	0.22
GB46707	0.46
GB54186	0.44
GB46313	0.16
GB46652	0.36
GB51781	0.29
GB47577	0.53
GB41296	0.13
GB45088	0.37
GB50728	0.67
GB53047	0.2
GB45122	0.43
GB51044	0.23
GB49332	0.31
GB52036,GB52036	0.43
GB50620	0.73
GB46544	0.44
GB40108	0.38
GB53151	0.63
GB41697	0.36
GB43731	0.09
GB47781	0.39
GB55983	0.06
GB46149	0.52
GB41720	0.42
GB53663	0.29
GB42787	0.14
GB41202,GB41202	0.31
GB43809	0.13
GB55472	0.59
GB48634	0.02
GB42111	0.19
GB53950	0.36
GB54345	0.26
GB55608	0.26
GB52962	0.24
GB45352	0.24
GB43223	0.68
GB50455,GB51663	0.455
GB42431	0.2
GB47433	0.47
GB40590	0.38
GB50651	0.27
GB42953	0.18
GB55522	0.47
GB44131	0.47
GB40073	0.42
GB48268	0.14
GB55692	0.42
GB46881	0.45
GB47441	0.34
GB48127	0.31
GB45264	0.01
GB42288	0.35
GB51011	0.39
GB50654	0.13
GB55885	0.69
GB54677	0.66
GB55800	0.73
GB48047	0.32
GB50255	0.46
GB43806	0.31
GB45513	0.08
GB41231	0.55
GB40800	0.06
GB46581	0.18
GB43875	0.15
GB48699	0.1
GB44464	0.36
GB43429	0.39
GB48369	0.76
GB53513	0.43
GB41878	0.62
GB43761,GB53593,GB50540	0.166666667
GB54846	0.41
GB47629	0.64
GB41543	0.13
GB43540	0.12
GB45945	0.26
GB43481	0.35
GB50363	0.44
GB45449	0.32
GB54448	0.19
GB44294	0.46
GB40558	0.45
GB52648	0.51
GB50817	0.2
GB53549	0.45
GB50355	0.23
GB52730	0.36
GB53015	0.25
GB52977	0.46
GB49607	0.08
GB45432	0.03
GB48267	0.16
GB44170	0.53
GB47157	0.0
GB54701	0.31
GB52513	0.62
GB44204	0.99
GB51623	0.57
GB46962	0.45
GB42698	0.37
GB55014	0.48
GB54587	0.39
GB41915	0.21
GB52059	0.62
GB41905	0.39
GB44701,GB44701	0.1
GB50079	0.17
GB44085	0.58
GB48250	0.44
GB52514	0.29
GB49580	0.31
GB40745	0.55
GB44452	0.26
GB55393,GB55392	0.27
GB47467	0.08
GB40493	0.41
GB54439,GB54439	0.27
GB49773	0.13
GB48402	0.63
GB42276	0.57
GB50147	0.56
GB48459	0.07
GB46604	0.36
GB48465	0.31
GB49028	0.65
GB52986	0.23
GB47191	0.05
GB54421	0.39
GB51839,GB55468	0.27
GB47186	0.27
GB41970	0.28
GB54108	0.01
GB41806	0.51
GB42562	0.74
GB46243	0.4
GB41317	0.38
GB55873	0.25
GB42852	0.36
GB40879	0.28
GB45493	0.57
GB49110,GB49110	0.52
GB42897	0.53
GB45181	0.1
GB48659	0.35
GB54517	0.22
GB44708	0.38
GB54761	0.2
GB48333	0.43
GB44903	0.24
GB51427	0.37
GB47178	0.66
GB40890	0.12
GB55642	0.26
GB46194	0.45
GB48602	0.6
GB46639	0.21
GB45450	0.18
GB49341	0.11
GB52773	0.4
GB42302	0.32
GB47093	0.32
GB48299	0.65
GB49119	0.08
GB51076	0.59
GB45940	0.36
GB54447	1.0
GB43735	0.58
GB55005	0.15
GB41703	0.51
GB54221	0.34
GB52009	0.4
GB48400	0.22
GB55947	0.09
GB43858	0.72
GB47310	0.48
GB50007	0.11
GB45171	0.51
GB45909,GB45913	0.47
GB50833	0.46
GB40426	0.4
GB54521	0.8
GB45674	0.41
GB55927,GB55924,GB43802,GB55924,GB42602,GB48735,GB48735,GB48735,GB48735	0.036666667
GB49417	0.32
GB54258	0.25
GB44460	0.39
GB43208	0.16
GB42809	0.53
GB42449	0.48
GB49516	0.43
GB47023	0.3
GB55643	0.31
GB41335	0.22
GB47994	0.36
GB48694	0.04
GB46978	0.54
GB53548	0.66
GB48082	0.7
GB51014	0.2
GB49809	0.19
GB51244	0.15
GB46443	0.57
GB42860	0.72
GB43482	0.24
GB47238	0.44
GB50507,GB50507	0.21
GB46060	0.34
GB53415	0.58
GB41903	0.39
GB45908	0.4
GB49585	0.43
GB52258	0.46
GB50123	0.31
GB45635	0.32
GB46215	0.6
GB53228	0.25
GB47943	0.12
GB49226	0.34
GB53190	0.41
GB40219	0.1
GB50938	0.65
GB45358	0.47
GB52674	0.3
GB54223	0.34
GB54254	0.77
GB53082	0.59
GB52796	0.17
GB43624	0.2
GB52531	0.44
GB46476	0.34
GB42625	0.25
GB54326	0.32
GB53186	0.21
GB44237	0.41
GB41039	0.46
GB51498	0.22
GB49641	0.37
GB45560	0.33
GB53699	0.6
GB55748	0.6
GB50550	0.09
GB48366	0.44
GB41018,GB41018	0.01
GB51005	0.02
GB42736	0.65
GB50600	0.42
GB44147	0.35
GB46334,GB41275	0.27
GB44490	0.33
GB51046	0.44
GB53418	0.23
GB46985	0.13
GB49013	0.42
GB40789	0.08
GB47401	0.27
GB44960	0.36
GB55081	0.55
GB50634	0.54
GB49305	0.57
GB46945	0.3
