gene	WGA
GB40895	0.89
GB49154	0.76
GB49395	0.7
GB53350	0.35
GB53716	0.72
GB47799	0.79
GB46898	0.92
GB47237	0.8
GB44677	0.96
GB50596	0.78
GB55997	0.28
GB48304	0.85
GB41399	0.66
GB56035	0.42
GB47000,GB47895,GB52230,GB55636,GB55636,GB46100,GB46823,GB52230,GB47895,GB47000,GB52230	0.7481818179999999
GB55036	0.48
GB43218	0.74
GB41364	0.93
GB51299	0.54
GB48346	0.81
GB47180	0.88
GB55803	0.93
GB49981,GB49983	0.81
GB44826	0.9
GB53359	0.93
GB52529	0.77
GB43566	0.89
GB44469	0.89
GB45188	0.61
GB49457	0.89
GB48892	0.78
GB55445	0.65
GB46291	0.7
GB42576	0.37
GB49123	0.53
GB55666	0.97
GB50851	0.79
GB48886	0.96
GB43436	1.0
GB44978	0.95
GB52061	0.92
GB51105	0.54
GB47319	0.55
GB55531	0.81
GB45183	0.3
GB53334	0.91
GB48961	0.83
GB50561,GB43768	0.73
GB55943	0.92
GB53975	0.87
GB52288	0.69
GB46928	0.94
GB54243	0.79
GB54227	0.93
GB53201	0.86
GB47296	0.81
GB54925	0.8
GB41849	0.98
GB48363	0.64
GB47638	0.95
GB41270	0.57
GB55970	0.74
GB53318	1.0
GB44731	0.81
GB49368	0.86
GB46743	0.8
GB45696	0.8
GB42790	0.68
GB42634	0.75
GB44980,GB44981	0.57
GB44931	0.9
GB45848	0.92
GB41197	0.48
GB41176	0.84
GB55601	0.71
GB46410	0.81
GB44043	0.82
GB45633	0.55
GB50512	0.85
GB51606	0.96
GB41646	0.64
GB41815	0.92
GB47140	0.64
GB42899	0.79
GB40114	0.87
GB44869	0.87
GB46404	0.18
GB45042	0.97
GB40728	0.75
GB45105	0.9
GB41030	0.95
GB49691	0.69
GB49752	0.77
GB41458	0.71
GB40460	0.57
GB51631	0.69
GB55753	0.89
GB47609	0.71
GB47202	0.89
GB53316,GB50320	0.93
GB48810	0.92
GB48152	0.72
GB45025	0.97
GB46983	0.94
GB53245	0.71
GB41034	0.76
GB55600	0.37
GB51555	0.97
GB44878	0.97
GB49654	0.89
GB40265	0.6
GB54541	0.63
GB42339	0.46
GB55640	0.87
GB41168	0.83
GB43100	0.96
GB52467	0.85
GB49100	0.24
GB45375	0.87
GB45639	0.56
GB49265	1.0
GB48641	0.88
GB50881	0.46
GB42760	0.91
GB41341	0.87
GB50062	0.9
GB42218,GB42219	0.535
GB45011	0.92
GB44425	0.82
GB50145	0.53
GB49195,GB49195	0.35
GB49956	0.68
GB45648	0.94
GB40807	0.86
GB51305,GB47545	0.85
GB51303	0.52
GB50441	0.65
GB44059	0.89
GB55288	0.93
GB41553	0.89
GB43181	0.68
GB55716	0.97
GB50804	0.74
GB53419	0.75
GB48173,GB48174	0.74
GB46398	0.88
GB55474	0.94
GB40997	0.61
GB51030	0.89
GB51917,GB43358,GB43362	0.6333333329999999
GB49702	0.83
GB41945	0.44
GB50103	0.94
GB42560	0.87
GB55162	0.51
GB46589	0.76
GB47967	0.99
GB41969	0.92
GB44169	0.86
GB44165	0.23
GB54779	0.85
GB47988	0.88
GB41604	0.81
GB43861	0.98
GB45336	0.65
GB50628	0.89
GB52455	0.89
GB42594	0.6
GB46119	0.72
GB52190	0.8
GB52493	0.79
GB55918	0.73
GB49306	0.91
GB48706	0.52
GB53234,GB53234	0.8
GB43863	0.68
GB53732	0.68
GB47823	0.63
GB40031	0.9
GB44071	0.95
GB41410	0.66
GB42298	0.87
GB55192	0.49
GB50796	0.0
GB53294	0.39
GB41954	0.4
GB42794	0.62
GB49754	0.19
GB46917	0.97
GB41259	0.84
GB53101	1.0
GB40658	0.67
GB46122	0.92
GB43591	0.5
GB47517	0.84
GB40070	0.85
GB47574	0.93
GB54748	0.95
GB49377	0.83
GB55354,GB55354	0.96
GB45547	0.39
GB41074	0.54
GB48754	0.91
GB43409	0.84
GB49398	0.89
GB45000	0.84
GB55277	0.74
GB47811	0.7
GB52026	0.73
GB45013	0.21
GB52800	0.57
GB40083	0.93
GB46214	0.85
GB47430	0.91
GB54237	0.83
GB54220	0.78
GB44470	0.65
GB48029	0.68
GB44663	0.27
GB49191	0.55
GB45421	0.71
GB46492	0.68
GB55275	0.91
GB44404	0.84
GB44122	0.51
GB51292	0.57
GB53695,GB48850	0.675
GB49664	0.57
GB54548	0.59
GB49383	0.83
GB49041	0.86
GB43643	0.52
GB50380	0.84
GB54156	0.79
GB43808	0.96
GB49808	0.9
GB47192	0.79
GB45759	0.57
GB45148	0.39
GB40308	0.94
GB49727	0.68
GB41320	0.82
GB44721	0.86
GB45527	0.93
GB41640	0.97
GB42796	0.7
GB50568	0.77
GB54146	0.93
GB46249	0.84
GB49942	0.77
GB48350,GB48350	0.72
GB49538	0.96
GB51411	0.92
GB42071	0.72
GB53349	0.94
GB50663	0.86
GB42497	0.4
GB45335	0.49
GB46605	0.88
GB51718	0.89
GB47373	0.64
GB47075	0.5
GB53750	0.93
GB54370	0.82
GB51582	0.75
GB53188	0.34
GB45139	0.42
GB43915	0.88
GB48460	0.3
GB47996	0.88
GB45526	0.92
GB49549	0.89
GB52841	0.25
GB41966	0.82
GB43691	0.56
GB49192	0.86
GB54300	0.96
GB48064	0.68
GB55552,GB41653	0.56
GB52920	0.48
GB54293	0.91
GB51295	0.45
GB55414	0.68
GB54256	0.61
GB51887	0.61
GB45050	0.87
GB55109	0.75
GB51087	0.8
GB45008	0.97
GB53428	0.84
GB52656	0.5
GB51069	0.85
GB55639	0.95
GB54498	0.93
GB51462	0.95
GB55869,GB55869	0.78
GB50872	0.54
GB45045	0.96
GB54458	0.76
GB45147	0.58
GB48176	0.82
GB54569	0.58
GB41793	0.96
GB44907	0.73
GB51911	0.94
GB47957,GB47957	0.69
GB43841	0.86
GB51658	0.93
GB47380,GB47380,GB47380,GB54084,GB54084	0.956
GB52500	0.85
GB51573	0.97
GB53777	0.93
GB52185	0.69
GB52638	0.95
GB55722	0.28
GB45337	0.9
GB46167	0.96
GB41913	0.59
GB48683	0.96
GB40767	0.79
GB52765	0.41
GB45443	0.76
GB44398	0.92
GB55232	0.02
GB45083	0.81
GB51425,GB46180	0.84
GB43228	0.86
GB45367	0.91
GB47045	0.88
GB51290	0.63
GB41153	0.94
GB53067	0.73
GB43188	0.49
GB54291	0.98
GB52439	0.93
GB42934	0.86
GB42351	0.53
GB51052	0.93
GB48866	0.95
GB47434	0.23
GB54503	0.9
GB40398	0.9
GB42319	0.7
GB48310	0.65
GB53328	0.98
GB54891	0.56
GB55223	0.75
GB52194	0.27
GB41698	0.58
GB54952	0.16
GB45119	0.73
GB55156	0.93
GB55829	0.92
GB43883	0.83
GB45720	0.92
GB54983	0.84
GB43843	0.77
GB41656	0.55
GB44397	0.88
GB42217,GB48194	0.525
GB50575	0.66
GB55373	0.89
GB47160	0.83
GB47990	0.87
GB48660	0.92
GB45372	0.89
GB45634	0.76
GB47689	0.87
GB42655	0.97
GB42083	0.6
GB51409	0.6
GB55317	0.83
GB50051	0.57
GB44052	0.95
GB40691	0.8
GB41857	0.49
GB50350	0.91
GB50253	0.76
GB46363	0.55
GB50603	0.95
GB46977	0.86
GB44786	0.96
GB50249	0.88
GB52645	0.91
GB40121,GB40122	0.93
GB54508	0.56
GB53779	0.65
GB55353	0.88
GB52996	0.93
GB43946,GB43946	0.74
GB49250	0.78
GB54016	0.56
GB52878	0.71
GB54087	0.86
GB49281	0.6
GB47226	0.89
GB40875	0.88
GB50655	0.82
GB46744	0.91
GB47311	0.93
GB45222	0.75
GB55212,GB55205,GB55208,GB55215,GB55214,GB55213,GB55204,GB55207,GB55206,GB55211,GB46294	0.473636364
GB54782	0.74
GB43103	0.94
GB43824	0.7
GB53065	0.91
GB48118	0.97
GB52745	0.91
GB43375,GB43375	0.85
GB45441	0.75
GB47342	0.78
GB40267	0.83
GB47654	0.49
GB43968	0.82
GB48672	0.91
GB41413	0.54
GB43154	0.89
GB54399	0.42
GB56018	0.85
GB48110	0.88
GB43879	0.38
GB51372	0.59
GB48621	0.81
GB44964	0.73
GB49521	0.9
GB48820,GB46970	0.625
GB55233	0.09
GB50083	0.97
GB54967	0.9
GB41123	0.63
GB44894	0.81
GB46477	0.89
GB44428	0.95
GB54865,GB54865	0.86
GB53387	0.69
GB49415	0.89
GB40228	0.6
GB42429	0.92
GB41140	0.42
GB47390,GB48849	0.88
GB40445	0.87
GB40020	0.53
GB51614	0.32
GB47815	0.79
GB55900	1.0
GB46896	0.64
GB54396	0.69
GB47772	0.94
GB54504	0.88
GB45698	0.93
GB41369	0.45
GB43848	0.39
GB40968	0.67
GB44483	0.93
GB44209	0.89
GB44069	0.98
GB54020	0.58
GB44571	0.94
GB42845	0.96
GB52236	0.34
GB41225	0.44
GB51604	0.72
GB44654	0.11
GB45627	0.9
GB55098	0.58
GB55570	0.79
GB43873	0.91
GB54974	0.95
GB50980	0.89
GB55355	0.73
GB51008	0.15
GB44764	0.89
GB54102	0.87
GB43229	0.9
GB44518	0.85
GB53417	0.8
GB43598	0.4
GB53627	0.87
GB54940	0.55
GB45113	0.7
GB44937	0.89
GB55685,GB43779,GB43779	0.8533333329999999
GB42702	0.54
GB54564	0.25
GB51674	0.83
GB54255	0.96
GB49418	0.67
GB54838	0.88
GB41150	0.89
GB54646	0.93
GB44140	0.76
GB52120	0.43
GB44141	0.8
GB51843	0.51
GB48018	0.74
GB46900	0.88
GB47097	0.35
GB49777	0.87
GB44040	0.97
GB43638	0.74
GB50942	0.74
GB51109,GB51172	0.575
GB47497	0.88
GB49453	0.92
GB46056	0.72
GB43378	0.9
GB51051	0.81
GB55482	0.64
GB47268	0.88
GB46617	0.87
GB43169	0.82
GB54397	0.59
GB48037,GB48037	0.67
GB51746	0.57
GB41090	0.09
GB51256	0.81
GB45624	0.81
GB51561	0.89
GB41118	0.91
GB50016	0.91
GB46274	0.9
GB41224	0.85
GB55625	0.94
GB53361	0.93
GB41199	0.85
GB47833	0.8
GB48103	0.93
GB41158	0.79
GB41050	0.72
GB42549	0.6
GB52505	0.81
GB55479	0.96
GB51626	0.87
GB55063	0.38
GB42834	0.71
GB55011	0.83
GB55224	0.57
GB54895	0.3
GB41802	0.94
GB44868	0.96
GB53332	0.9
GB54184	0.95
GB46034	0.91
GB43194	0.87
GB51597	0.96
GB49071	0.86
GB47565	0.97
GB54190,GB54188	0.905
GB42758	0.98
GB40230	0.36
GB51739	0.44
GB43053	0.7
GB50699	0.86
GB55443	0.7
GB42398	0.74
GB50579	0.94
GB45543	0.85
GB46373	0.77
GB42448	0.75
GB40984	0.77
GB48978	0.88
GB52781	0.96
GB45561	0.72
GB47819	0.69
GB55260,GB46835	0.425
GB41859	0.93
GB52422	0.88
GB49758	0.93
GB48991	0.77
GB40868	0.8
GB51535	0.88
GB44694	0.83
GB53128	0.81
GB53799	0.95
GB46688	0.71
GB42335	0.8
GB52283	0.75
GB44444	0.95
GB51075	0.77
GB47992	0.94
GB42172	0.71
GB51434	0.74
GB50467	0.51
GB44678	0.98
GB53422	0.84
GB48652	0.92
GB46277	0.72
GB48220	0.92
GB52186	0.64
GB52115	0.86
GB41392	0.76
GB52912	0.44
GB40872	0.72
GB53221	0.72
GB53081	0.86
GB47954	0.56
GB48763,GB48760	0.755
GB46944,GB46932	0.635
GB47723	0.41
GB40429	0.82
GB52419	0.79
GB50131	0.89
GB49370	0.98
GB44230	0.72
GB53853	0.9
GB43485	1.0
GB50993	0.87
GB54519	0.8
GB49359	1.0
GB53880	0.64
GB50532	0.72
GB48349	0.85
GB50519	0.38
GB41522	0.93
GB44705	0.01
GB47143	0.67
GB43417	0.46
GB51627	0.78
GB49984	0.36
GB45730	0.98
GB49101	0.78
GB50680	0.85
GB49829	0.75
GB40700	0.58
GB41452,GB41453	0.79
GB43791	0.63
GB56001	0.99
GB51272	0.66
GB41779	0.87
GB55250	0.87
GB45944	0.87
GB49471	0.94
GB41134	0.9
GB48111	0.95
GB52516	0.92
GB51279	0.56
GB45764	0.83
GB52749	0.22
GB41770	0.95
GB46364	0.53
GB49443	0.94
GB49918	0.45
GB51838	0.91
GB48636	0.88
GB49536	0.17
GB52152	0.73
GB44461	0.88
GB42019	0.87
GB52842,GB54500	0.625
GB45877	0.23
GB42266	0.86
GB49948	0.87
GB42931	0.88
GB54796	0.51
GB52819	0.62
GB50889	0.56
GB54317	0.44
GB52568	0.73
GB53395	0.92
GB48908	0.71
GB55431	0.69
GB53235	0.64
GB49830	0.82
GB55602	0.64
GB55269	0.86
GB42667	0.94
GB46785	0.88
GB46844	0.81
GB53360	0.94
GB47283	0.91
GB49640	0.44
GB51753	0.09
GB40218	0.48
GB54047	0.8
GB55542	0.95
GB41334	0.91
GB55773	0.19
GB41131	0.97
GB45822	0.83
GB50216	0.73
GB52802	0.82
GB42677	0.93
GB45099	0.88
GB51994	0.9
GB50624	0.63
GB42800	0.49
GB55795	0.75
GB47212	1.0
GB41877	0.83
GB42970	0.77
GB49083	0.92
GB52053	0.84
GB52695	0.85
GB45334	0.94
GB50275	0.56
GB55705	0.57
GB52757	0.44
GB41133	0.92
GB42049	0.73
GB43544,GB54618	0.93
GB49614	0.66
GB53774	0.81
GB53728	0.83
GB48258	0.94
GB50761	0.76
GB48388	0.96
GB47617	0.89
GB50268	0.72
GB55004	0.86
GB52578	0.97
GB49866	0.51
GB51463	0.99
GB45477	0.87
GB52694	0.93
GB44612	0.83
GB52489	0.86
GB54350	0.79
GB54993	0.98
GB49706	0.89
GB50968	0.35
GB44734	0.9
GB42419	0.92
GB50480	0.78
GB45279	0.95
GB51757	0.9
GB54976	0.43
GB48128	0.68
GB40146	0.02
GB54653	0.94
GB44080	0.84
GB52990	0.72
GB55116	0.54
GB51941	0.68
GB42769	0.75
GB55322	0.78
GB44120,GB48510	0.6
GB46077	0.86
GB48233	0.89
GB51543	0.79
GB42753	0.92
GB53270	0.85
GB51701	0.8
GB55566	0.95
GB48965	0.81
GB43872	0.95
GB46437	0.92
GB55372	0.9
GB40344	0.79
GB55103	0.8
GB42816	0.8
GB46975	0.43
GB42628	0.82
GB45303	0.84
GB47392	0.33
GB44973	0.46
GB53184	0.99
GB55220	0.78
GB43011	0.71
GB42556,GB42556	0.58
GB47951	0.56
GB48048	0.88
GB44435	0.5
GB42878	0.51
GB52814	0.98
GB40395	0.85
GB43937	0.47
GB51703	0.72
GB43089	0.52
GB41120	0.92
GB40012	0.73
GB48697	0.94
GB45546	0.3
GB45263	0.68
GB52420	0.96
GB41737	0.94
GB42704	0.7
GB52525	0.81
GB46644	0.91
GB51200	0.67
GB51675	0.72
GB43574	0.42
GB45984	0.74
GB53027	0.02
GB53925	0.71
GB42637	0.54
GB53381	0.0
GB50737	0.86
GB46747	0.96
GB42880	0.91
GB43300	0.88
GB43778	0.85
GB42881	0.92
GB50607	0.95
GB47472	0.82
GB41097,GB48081	0.595
GB49934	0.57
GB40490	0.88
GB55613	0.67
GB44576	0.93
GB49661	0.87
GB48147	0.75
GB51214	0.72
GB52894	0.38
GB52782	0.92
GB42600	0.91
GB50513	0.78
GB43859,GB52657	0.52
GB50333	0.88
GB45157	0.51
GB50981	0.77
GB51691	0.83
GB40707	0.87
GB46276,GB46318	0.735
GB43630	0.94
GB47327	0.62
GB51740	0.85
GB46528,GB46528	0.43
GB47747	0.82
GB44298	0.88
GB55816	0.72
GB47332	0.77
GB40607	0.68
GB53826	0.95
GB47431	0.95
GB55469	0.47
GB44990	0.88
GB54525	0.0
GB41295	0.71
GB55533	0.93
GB41664	0.87
GB53827	0.95
GB41762	0.78
GB49364	0.88
GB46979,GB41279	0.975
GB46882	0.95
GB44693	0.92
GB45227	0.99
GB46182	0.92
GB47402	0.88
GB48277	0.73
GB55360	0.87
GB46626	0.55
GB46771	0.42
GB46460	0.72
GB42324	0.87
GB51408	0.35
GB46462	0.49
GB50555	0.94
GB47802	0.16
GB42798	0.57
GB46142	0.68
GB51540	0.72
GB40279,GB42570	0.44
GB47837	0.92
GB44583	0.75
GB53769	0.23
GB48155	0.94
GB40723	0.97
GB49771	0.44
GB44989	0.71
GB45636	0.32
GB44096	0.81
GB52250	0.84
GB48373,GB48374	0.555
GB50252	0.6
GB43472	0.91
GB51287	0.67
GB42772	0.96
GB53696	0.67
GB50450	0.67
GB42795	0.8
GB53490	0.56
GB40955,GB40955	0.9
GB45159	0.76
GB47538	0.83
GB44631	0.4
GB45020	0.45
GB55988	0.79
GB43402	0.83
GB40727	0.85
GB48432	0.94
GB55595	0.88
GB54837	0.94
GB51553	0.85
GB50994	0.8
GB46787	0.41
GB44967	0.83
GB54385	0.82
GB49308	0.75
GB40032	0.83
GB41627	0.98
GB50558	0.9
GB41916	0.85
GB45558	0.19
GB55397,GB54901	0.89
GB47012	0.55
GB42432	0.83
GB44101	0.56
GB55395	0.61
GB40243,GB43677,GB40330,GB49010	0.4575
GB45393	0.75
GB45143	0.78
GB41743	0.93
GB54266	0.96
GB43759	0.52
GB47345	0.77
GB53247	0.87
GB40969	0.66
GB49189	1.0
GB44492	0.9
GB41093	0.58
GB41848	0.92
GB43307	0.54
GB40663	0.6
GB50834	0.9
GB48356	0.94
GB44756	0.63
GB54860,GB42572	0.635
GB42227	0.69
GB55933	0.92
GB49594	0.77
GB47952,GB47953,GB47953	0.703333333
GB42944	0.97
GB41115	0.41
GB42746	0.87
GB52762	0.0
GB46496	0.64
GB42871	0.64
GB44803,GB51243	0.79
GB42820	0.8
GB48627	0.74
GB53648	0.9
GB43147	0.67
GB55987	0.75
GB50578	0.88
GB48535	0.45
GB46014	0.71
GB55420	0.79
GB49299	0.76
GB40776	0.81
GB52506	0.92
GB47008	0.88
GB40715	1.0
GB45933	0.95
GB42940	0.89
GB55768	1.0
GB40454	0.79
GB44367,GB48228	0.605
GB40489	0.61
GB44755	0.76
GB49519	0.81
GB45158	0.96
GB51106	0.98
GB49611	0.74
GB47726	0.89
GB50734	0.53
GB55712	0.73
GB41801	0.94
GB44203	0.69
GB41658	0.86
GB40560	0.2
GB43846	0.71
GB43826	0.87
GB48656	0.59
GB50677	0.66
GB40120	0.82
GB53085	1.0
GB48698	0.49
GB40861	0.75
GB49352	0.91
GB41316	0.64
GB45075	0.63
GB50633	0.6
GB46387	0.92
GB46153,GB46153	0.41
GB45537	0.87
GB54253	0.92
GB46219,GB46219	0.83
GB51761	0.53
GB44093	0.95
GB42109	0.84
GB49666	0.91
GB46986	0.87
GB53091	0.97
GB49021	0.76
GB50423	0.67
GB50479	0.96
GB51690	0.83
GB48622	0.82
GB44895	0.94
GB51648	0.85
GB41470	0.9
GB45657	0.88
GB40232	0.96
GB40514	0.93
GB54776	0.82
GB41917	0.84
GB44192	0.84
GB51584	0.79
GB46268	0.89
GB52630	0.98
GB54719	0.99
GB53435	0.56
GB50413	0.73
GB44560	0.82
GB55477	0.94
GB47905	0.47
GB41858	0.77
GB54484	0.95
GB41180,GB41180	0.88
GB41152	0.86
GB53019	0.25
GB40611	0.76
GB40595	0.8
GB54577,GB54577	0.72
GB48924	0.9
GB54829	0.62
GB51482	0.79
GB42193	0.89
GB42330	0.86
GB48874	0.95
GB44443	0.96
GB45949	0.73
GB42823	0.44
GB41946	0.52
GB42175	1.0
GB51251	0.95
GB47767	0.61
GB40095	0.64
GB48944	0.91
GB49831	0.99
GB40309	0.86
GB51889	0.88
GB55605	0.72
GB45824	0.75
GB49735	0.84
GB43129	0.64
GB46876	0.85
GB46259	0.0
GB50732	0.93
GB54831	0.14
GB41025	0.68
GB44726	0.74
GB46156	0.46
GB50522	0.73
GB49705	0.68
GB42697	0.87
GB44329	0.71
GB46645	0.92
GB51208	0.93
GB49487	0.87
GB54451	0.81
GB54419	0.89
GB43902	0.91
GB43877	0.51
GB48926	0.77
GB44672	0.92
GB48255	0.8
GB49999	0.83
GB50073	0.77
GB50004	0.94
GB46245	0.9
GB50766	0.67
GB54997,GB54997	0.65
GB53229	0.83
GB41337	0.88
GB52911	0.81
GB48225	0.92
GB52620	0.83
GB45859	0.25
GB51551	0.72
GB50661	0.94
GB48063	0.83
GB40472	0.83
GB51192	0.9
GB40494	0.88
GB50562,GB50562	0.66
GB47803	0.67
GB45039	0.77
GB44692	0.01
GB42641	0.5
GB47040	0.74
GB53222	0.81
GB53664	0.8
GB46761	0.93
GB54341	0.87
GB46141	0.87
GB40876	0.91
GB53152	0.9
GB47995	0.78
GB44281	0.92
GB50172	0.87
GB42799	0.72
GB55562	0.91
GB54673,GB54673	0.7
GB44166	0.81
GB40084	0.99
GB41977	0.79
GB51707	0.66
GB41525	0.9
GB50136	0.6
GB55977	0.51
GB54192	0.81
GB50092	0.94
GB47734	0.77
GB55564	0.81
GB45763	0.91
GB46720	0.52
GB50112	0.81
GB47469	0.88
GB50740	0.89
GB44681	0.35
GB55760	0.45
GB53792	0.76
GB49024	0.93
GB49424	0.4
GB40139	0.77
GB50572	0.73
GB46051	0.88
GB55303	0.54
GB50886	0.77
GB47028	0.81
GB54211	0.87
GB46911	0.9
GB49828	0.65
GB44413	0.84
GB53402	0.24
GB40467	0.81
GB49079	0.88
GB47603	0.77
GB51534	0.74
GB54697	0.9
GB52284	0.97
GB45841,GB52088	0.675
GB53355	0.56
GB46064	0.65
GB45617	0.68
GB44749	0.96
GB55581	0.9
GB47590	0.86
GB42858	0.56
GB49588	0.55
GB48322	0.9
GB40681	0.63
GB53401	0.74
GB44609	0.51
GB52511	0.97
GB50549	0.61
GB54327	0.93
GB46702	0.78
GB50552	0.97
GB49165	0.78
GB43956	0.62
GB42679	0.84
GB41973	0.82
GB43176	0.93
GB48845	0.97
GB42913	0.6
GB46764	0.91
GB48163	0.95
GB43924	0.67
GB51722	0.69
GB45656	0.81
GB52033	0.72
GB48414	0.95
GB48646	0.86
GB55062	0.79
GB46052	0.97
GB48543	0.56
GB43117	0.96
GB48265	0.95
GB42104	0.18
GB48538	0.85
GB43232	0.75
GB44297	0.6
GB53258	0.68
GB49795	0.81
GB51666,GB51666	0.73
GB49914	0.56
GB49655	0.87
GB47247	0.93
GB53707	0.61
GB54330	0.97
GB40399	0.92
GB51565	0.88
GB44831	0.49
GB43694	1.0
GB49244	0.85
GB50832	0.91
GB51564	0.91
GB54749	0.82
GB54298	0.89
GB41711	0.68
GB43116	0.41
GB43034	0.27
GB52689	0.48
GB53246	0.95
GB40170	0.76
GB45076	0.74
GB53317	0.87
GB49597	0.84
GB46654	0.52
GB50815	0.35
GB47881	0.84
GB53945	0.76
GB41148	0.77
GB50425	0.57
GB45844	1.0
GB42961	0.6
GB45167	0.9
GB43301	0.85
GB51996	0.93
GB51123	0.91
GB45431	0.61
GB48065	0.73
GB55529	0.85
GB49095	0.84
GB48631	0.02
GB54191	0.82
GB42952	0.9
GB54817,GB40253	0.555
GB44108	0.99
GB54741	0.89
GB47103	0.78
GB44345	0.97
GB51914	0.6
GB42902	0.89
GB42381	0.69
GB46707	0.88
GB54186	0.94
GB46313	0.63
GB46652	0.74
GB51781	0.86
GB47577	0.88
GB41296	0.46
GB45088	0.81
GB50728	0.95
GB53047	0.87
GB45122	0.95
GB51044	0.62
GB49332	0.56
GB52036,GB52036	0.68
GB50620	1.0
GB46544	0.84
GB40108	0.78
GB53151	0.95
GB41697	0.88
GB43731	0.64
GB47781	0.86
GB55983	0.24
GB46149	0.96
GB41720	0.76
GB53663	0.91
GB42787	0.56
GB41202,GB41202	0.77
GB43809	0.79
GB55472	0.94
GB48634	0.12
GB42111	0.78
GB53950	0.82
GB54345	0.9
GB55608	0.9
GB52962	0.45
GB45352	0.9
GB43223	0.9
GB50455,GB51663	0.89
GB42431	0.7
GB47433	0.85
GB40590	0.88
GB50651	0.65
GB42953	0.7
GB55522	0.92
GB44131	0.88
GB40073	0.82
GB48268	0.29
GB55692	0.76
GB46881	0.85
GB47441	0.68
GB48127	0.51
GB45264	0.15
GB42288	0.61
GB51011	0.72
GB50654	0.62
GB55885	0.94
GB54677	0.9
GB55800	0.96
GB48047	0.82
GB50255	0.74
GB43806	0.85
GB45513	0.71
GB41231	0.91
GB40800	0.82
GB46581	0.47
GB43875	0.74
GB48699	0.54
GB44464	0.6
GB43429	0.74
GB48369	0.98
GB53513	0.89
GB41878	1.0
GB43761,GB53593,GB50540	0.48
GB54846	0.94
GB47629	0.9
GB41543	0.53
GB43540	0.91
GB45945	0.8
GB43481	0.84
GB50363	0.76
GB45449	0.82
GB54448	0.46
GB44294	0.89
GB40558	0.92
GB52648	0.95
GB50817	0.43
GB53549	0.86
GB50355	0.83
GB52730	0.93
GB53015	0.58
GB52977	0.93
GB49607	0.57
GB45432	0.85
GB48267	0.87
GB44170	0.93
GB47157	0.09
GB54701	0.67
GB52513	0.95
GB44204	0.96
GB51623	0.88
GB46962	0.9
GB42698	0.9
GB55014	0.91
GB54587	0.74
GB41915	0.81
GB52059	0.92
GB41905	0.95
GB44701,GB44701	0.93
GB50079	0.9
GB44085	0.92
GB48250	0.89
GB52514	0.72
GB49580	0.64
GB40745	0.89
GB44452	0.79
GB55393,GB55392	0.705
GB47467	0.74
GB40493	0.91
GB54439,GB54439	0.7
GB49773	0.77
GB48402	0.96
GB42276	0.91
GB50147	0.96
GB48459	0.49
GB46604	0.81
GB48465	0.75
GB49028	0.96
GB52986	0.75
GB47191	0.8
GB54421	0.89
GB51839,GB55468	0.71
GB47186	0.41
GB41970	0.87
GB54108	0.24
GB41806	0.85
GB42562	0.98
GB46243	0.78
GB41317	0.78
GB55873	0.83
GB42852	0.82
GB40879	0.8
GB45493	0.87
GB49110,GB49110	0.89
GB42897	0.85
GB45181	0.41
GB48659	0.66
GB54517	0.8
GB44708	0.76
GB54761	0.59
GB48333	0.9
GB44903	0.65
GB51427	0.96
GB47178	0.99
GB40890	0.29
GB55642	0.73
GB46194	0.96
GB48602	0.92
GB46639	0.7
GB45450	0.95
GB49341	0.48
GB52773	0.69
GB42302	0.72
GB47093	0.85
GB48299	0.99
GB49119	0.46
GB51076	0.93
GB45940	0.79
GB54447	1.0
GB43735	0.97
GB55005	0.82
GB41703	0.81
GB54221	0.88
GB52009	0.88
GB48400	0.86
GB55947	0.92
GB43858	0.97
GB47310	0.72
GB50007	0.6
GB45171	0.93
GB45909,GB45913	0.975
GB50833	0.89
GB40426	0.81
GB54521	0.94
GB45674	0.92
GB55927,GB55924,GB43802,GB55924,GB42602,GB48735,GB48735,GB48735,GB48735	0.41
GB49417	0.78
GB54258	0.86
GB44460	0.75
GB43208	0.78
GB42809	0.9
GB42449	0.86
GB49516	0.88
GB47023	0.69
GB55643	0.88
GB41335	0.63
GB47994	0.76
GB48694	0.54
GB46978	0.92
GB53548	0.96
GB48082	0.87
GB51014	0.6
GB49809	0.56
GB51244	0.6
GB46443	0.89
GB42860	0.95
GB43482	0.89
GB47238	0.85
GB50507,GB50507	0.58
GB46060	0.9
GB53415	0.91
GB41903	0.93
GB45908	0.89
GB49585	0.86
GB52258	0.76
GB50123	0.8
GB45635	0.61
GB46215	0.9
GB53228	0.76
GB47943	0.57
GB49226	0.88
GB53190	0.77
GB40219	0.42
GB50938	1.0
GB45358	0.86
GB52674	0.69
GB54223	0.82
GB54254	0.95
GB53082	0.93
GB52796	0.41
GB43624	0.68
GB52531	0.68
GB46476	0.85
GB42625	0.46
GB54326	0.85
GB53186	0.84
GB44237	0.81
GB41039	0.91
GB51498	0.86
GB49641	0.7
GB45560	0.73
GB53699	0.92
GB55748	0.93
GB50550	0.78
GB48366	0.88
GB41018,GB41018	0.55
GB51005	0.06
GB42736	0.92
GB50600	0.85
GB44147	0.75
GB46334,GB41275	0.7
GB44490	0.82
GB51046	0.92
GB53418	0.78
GB46985	0.54
GB49013	0.8
GB40789	0.24
GB47401	0.48
GB44960	0.73
GB55081	0.89
GB50634	0.89
GB49305	0.92
GB46945	0.42
