gene	STA
GB45344	73
GB50564	77
GB50736	70
GB48771	77
GB54162	78
GB42404,GB51456,GB51456	55
GB54175	76
GB47606	78
GB47906	72
GB49429	75
GB53881	78
GB40221	77
GB55679,GB55684	76
GB42703	50
GB41181	78
GB49437	70
GB52159	68
GB54760	76
GB40444	78
GB49598	78
GB43688,GB43689,GB51436	66
GB50428	72
GB42332	70
GB45836	78
GB54979	78
GB45376	79
GB49287	76
GB46893	77
GB51433	78
GB50438	74
GB49573	77
GB42631	75
GB49178	78
GB50050	80
GB43780	72
GB52671	77
GB45569	80
GB52058	77
GB55617,GB55617	76
GB48104	79
GB47928	76
GB45670	79
GB42480	78
GB48860	76
GB50439	79
GB42057	77
GB40716	71
GB47104	71
GB51260	71
GB52447	77
GB43412	70
GB44054	80
GB49115	77
GB48219,GB48219	79
GB42957	69
GB51884	79
GB47321	68
GB51220	77
GB42972	64
GB53824	79
GB52465	67
GB46887	78
GB45961	76
GB40261	68
GB50563	78
GB46375	79
GB48974	78
GB46793	76
GB50831	77
GB40546	69
GB42825	71
GB50414	79
GB53024	80
GB51307	79
GB44600	64
GB55891	79
GB42745	78
GB55541	77
GB56028	77
GB49421	73
GB54469	79
GB53197	76
GB43124	80
GB53796	75
GB52780	80
GB41027	79
GB42912	72
GB53960	78
GB42797	78
GB43639	77
GB54632	58
GB51484	77
GB42705	80
GB42640	75
GB52710	79
GB53069	77
GB42173	78
GB51552	77
GB43063,GB43063	77
GB40882	71
GB44723	77
GB55612	79
GB45906	74
GB42939,GB42939	68
GB54746	79
GB53420	60
GB53141	78
GB40516	78
GB48259	79
GB46602	74
GB46388	75
GB47022,GB47020,GB47022	60
GB40801	75
GB50936	78
GB56036	76
GB48244	78
GB40501	76
GB49639	77
GB40877	75
GB54387	78
GB40377	73
GB50000	79
GB52442	76
GB40438	74
GB54966	69
GB48052,GB48052	73
GB51900	80
GB42780	80
GB55080	75
GB46912	78
GB46920	80
GB50825,GB48699,GB42590,GB44714	34
GB44988	79
GB41518	78
GB49451	79
GB44893	76
GB50277	79
GB43572	69
GB54518,GB54518	75
GB45312	77
GB55556	77
GB55938	80
GB42859	73
GB51228	78
GB49775	68
GB49392	80
GB49555	75
GB52184	69
GB54973	78
GB55683	76
GB47705	74
GB54964	79
GB55368	80
GB44781	76
GB46008	77
GB45074	72
GB41623	76
GB45035	76
GB42582	76
GB46750	75
GB44684	78
GB48796	77
GB44586	79
GB55656	76
GB51581	75
GB52220	71
GB52119	67
GB46011	79
GB49825	70
GB48424	75
GB46438	71
GB45374	75
GB52446	80
GB44877	80
GB41756	75
GB44528	74
GB49703	68
GB40240	79
GB40417	77
GB44066	71
GB50735	74
GB40307	77
GB49959	79
GB49410,GB48275,GB48274	64
GB48076	71
GB51793	77
GB48293	77
GB47728	76
GB48552	79
GB42851	73
GB44451	71
GB48843	73
GB41896	77
GB44985	78
GB51201	78
GB46425	78
GB55789	79
GB44012	71
GB53874	76
GB51132	79
GB43376	71
GB55219	74
GB41492	78
GB44725	78
GB54660	80
GB51913	80
GB52591	77
GB44374	77
GB41545	75
GB51127	73
GB42723	76
GB43478	78
GB52753	76
GB43708	79
GB44626	75
GB40080	77
GB47965	75
GB51957	78
GB42025	71
GB55417	79
GB52470	78
GB55013	77
GB48171	80
GB47725	75
GB54981	80
GB40821	71
GB54355	66
GB42155	80
GB48309	78
GB46449	79
GB55416	78
GB40618,GB40619	69
GB46170,GB46170	76
GB50702	70
GB55828	80
GB51598	80
GB47514	79
GB49986	68
GB47880	76
GB47109	79
GB44498	75
GB53649	74
GB55614	72
GB50951	79
GB50637	78
GB49728	77
GB51716	76
GB43581	74
GB49376	74
GB46057	79
GB48295	62
GB49221	80
GB45910	72
GB54588	79
GB47083	78
GB49161	80
GB47903	74
GB51676	74
GB43418	74
GB44434	79
GB52445	64
GB49631	58
GB53581	76
GB42087	75
GB55747	79
GB40391	75
GB53860	75
GB41283	76
GB41633	79
GB40434	80
GB50738	71
GB40708	76
GB50516	80
GB42205	78
GB45154	76
GB51635	77
GB44053	77
GB50641	79
GB55306	77
GB53658	70
GB40005	63
GB47181	78
GB40770,GB40769,GB53986,GB53986	50
GB51038	79
GB51600	75
GB50928	79
GB54335	77
GB51624	78
GB50284	79
GB50919	78
GB54733	77
GB48405	76
GB43279	75
GB47153	66
GB48335,GB48335	73
GB51787	76
GB50371	79
GB47663	77
GB47718	77
GB45712	75
GB54098	74
GB54134	73
GB52587	77
GB45752	80
GB43584	77
GB47259	79
GB42039	77
GB48743	67
GB55590	72
GB54043	71
GB45058	79
GB47694	73
GB42017	78
GB47508	78
GB51065	72
GB44453	77
GB40566	73
GB55769	68
GB47552	77
GB49864	77
GB43512,GB43508,GB43514,GB43510,GB43511,GB43509,GB45565	50
GB49360	71
GB52684	77
GB45843	76
GB43442	68
GB40591	75
GB42638	74
GB54882	71
GB44547	71
GB52783	78
GB48248	78
GB55593	71
GB49069	78
GB55752	77
GB41932	57
GB50604	75
GB41121	67
GB44660	78
GB55628	69
GB47623	79
GB48917	78
GB42896	72
GB51067	77
GB41580	77
GB50035	78
GB47095	74
GB48882	75
GB53625	79
GB46310	79
GB50336	72
GB54961	76
GB44686	79
GB42642	75
GB49170	79
GB49159	78
GB49177	77
GB44628	74
GB48755	78
GB50449	77
GB52824	77
GB49988	77
GB42264	79
GB43320	77
GB52994	78
GB49031	77
GB44462	80
GB44173	76
GB41968	78
GB52672	73
GB42177	77
GB47487,GB54960	68
GB50008	76
GB51537	80
GB50100	76
GB45249	78
GB48624	78
GB42265	79
GB52454	79
GB43815	78
GB42830	77
GB41757	75
GB48200	74
GB44016	79
GB43523	76
GB43962	70
GB42537	77
GB43629	80
GB49523	76
GB43354	52
GB54955	72
GB55396	77
GB53702	77
GB41831	77
GB42690	79
GB47753	79
GB54112	79
GB45187	65
GB50724	80
GB40600	77
GB48783	79
GB41011	69
GB48008	79
GB47305	74
GB54088	72
GB55450	71
GB54488	69
GB43288	75
GB48835	77
GB55852	79
GB50028	70
GB45211	79
GB49261	74
GB42456	74
GB55968	77
GB55365	79
GB51032	71
GB47227	79
GB45947	76
GB55572	77
GB50208	75
GB49798	69
GB40978	79
GB47986,GB47987	65
GB41907	76
GB49764	61
GB51204	76
GB50780	77
GB49812	79
GB53000	76
GB49802	78
GB50778	78
GB45743	80
GB45174	78
GB49001	70
GB51359	77
GB45977	78
GB48916	79
GB53424	72
GB47611	72
GB50567	68
GB50945	70
GB40441	78
GB42821	75
GB54652	76
GB41618	70
GB50109	75
GB54430	73
GB54528	73
GB49422	80
GB54352	71
GB55076	79
GB45024	78
GB46776	77
GB54984	79
GB43580	69
GB51213	77
GB43840	78
GB43560	77
GB53005	78
GB46502	79
GB40717	78
GB49757	79
GB53943	77
GB50280	79
GB41139	80
GB44991	76
GB41736	70
GB40389	79
GB54690	72
GB54104	76
GB40713	75
GB45704	75
GB49271,GB54905	75
GB54368	80
GB55860	68
GB52631	65
GB43651	62
GB53219	77
GB42863	77
GB44702	77
GB50049	67
GB46297	78
GB53675	71
GB42639	75
GB45610	72
GB41586,GB41586	78
GB40881	80
GB50343	80
GB50466	78
GB42755	78
GB55106	79
GB51735	79
GB44658	75
GB45445	63
GB54154	78
GB49660	69
GB40535	79
GB47396	80
GB43368	77
GB41198	80
GB46314	79
GB55598	78
GB45912	69
GB50183	76
GB42459,GB42459	64
GB46629	73
GB51483	76
GB55038	78
GB42887	70
GB51086	80
GB53955	79
GB50679	76
GB41484	80
GB52680	67
GB53626	79
GB46031	78
GB51382	71
GB51526	73
GB55934	73
GB45911	70
GB49403	80
GB54168	77
GB50566	64
GB54977	74
GB54346	78
GB46885	78
GB45832	66
GB50570	70
GB42435	67
GB54289	77
GB54349	67
GB41285	78
GB41446	79
GB45186	74
GB43506	79
GB52690	80
GB55901	70
GB44674	63
GB43422	77
GB48544	78
GB40211	80
GB40539	76
GB44370	75
GB53409	75
GB51183	61
GB45208	74
GB43750	78
GB51539	78
GB54691	78
GB54607	74
GB54194	78
GB43455	72
GB42089	75
GB44574	75
GB48862	71
GB51497	78
GB52750	77
GB44095	68
GB45252	77
GB50573	78
GB46904	79
GB48451	79
GB55101	79
GB49583	78
GB52735	80
GB48191	74
GB40589	79
GB50167	77
GB46413	66
GB52102	76
GB54970,GB52324,GB52326	50
GB50215	71
GB53297	77
GB49433	79
GB50668	73
GB42554	73
GB45405	64
GB52790	79
GB53078	68
GB55603	76
GB50727	78
GB40986	73
GB54685	75
GB47033	60
GB40759	78
GB50375	76
GB42179	59
GB48962	72
GB46076	73
GB52705	75
GB42366	77
GB42189	78
GB44561	67
GB50764	79
GB49624	71
GB45978	78
GB43287	75
GB41213	77
GB51943	79
GB54457	68
GB43776	77
GB48148,GB48148	75
GB54359	77
GB40393	71
GB52339	76
GB53194	77
GB49381	68
GB49097	70
GB44699	78
GB47991	79
GB46562	78
GB41635	72
GB49709	80
GB40387	71
GB46439	76
GB45433	79
GB41631	78
GB50559	77
GB52634	75
GB52524	75
GB49926	64
GB45172	77
GB50302	71
GB45565	68
GB48348	73
GB49944	78
GB50032	78
GB45726	79
GB44531	79
GB50904	72
GB44188	79
GB50885	74
GB43069	59
GB48966	78
GB51346	72
GB50906	77
GB51993	80
GB42260	58
GB54336	69
GB42488	78
GB52892	71
GB55961	76
GB43388	76
GB50873	74
GB44360	77
GB51903	74
GB45549	77
GB54233	74
GB42696	76
GB47670	73
GB55932	80
GB55231	74
GB45554	78
GB48202	75
GB49179,GB53761	77
GB40798	74
GB42906	75
GB43115	79
GB53406	77
GB54041	75
GB42995	73
GB50547	57
GB44520	75
GB45288	79
GB40966	72
GB48909,GB48910	75
GB47591	78
GB43517	69
GB48784	79
GB52632	74
GB54381	77
GB40795	75
GB41441	74
GB42520	77
GB46312,GB43670	78
GB51158	77
GB42539	75
GB42929	72
GB45740	78
GB48401	71
GB55222	77
GB44349	75
GB42749	79
GB55157	76
GB52512	75
GB55060	64
GB50589	79
GB46567	78
GB42629	77
GB54555	76
GB45946	77
GB40018	79
GB41871	79
GB52789	75
GB42778	79
GB46984	64
GB54195	73
GB41741	79
GB40873	77
GB45941	71
GB48095	78
GB48574	78
GB42741	73
GB42417	79
GB53493	73
GB45828	77
GB41362	79
GB44607	60
GB46817	72
GB55435	72
GB47029	76
GB41183	77
GB44160	76
GB45380	75
GB43303	78
GB54183	78
GB40436	75
GB40013	77
GB42146,GB55452	77
GB46958	77
GB50453	75
GB51012	70
GB47248	73
GB42986	78
GB49002	63
GB53326	69
GB46409	77
GB54100	78
GB41990	65
GB45141	64
GB48981	73
GB53193	73
GB42612	72
GB54240	76
GB54945	63
GB53090	72
GB53957	79
GB50693	73
GB41583	78
GB52116	76
GB48332	74
GB47381,GB44760,GB47483,GB47507,GB52976	57
GB50903	68
GB51571	78
GB41622	78
GB47721	71
GB50671	62
GB55095	74
GB54113	78
GB50398	70
GB53488	69
GB41289	77
GB50870	77
GB43306	73
GB41068	76
GB42857	74
GB50247	72
GB41284	72
GB55547	73
GB55597	73
GB42195	75
GB40209	79
GB54814	79
GB48537	68
GB51977	79
GB50571	72
GB52688	78
GB41950	69
GB53819	79
GB42624	78
GB48824	77
GB52071	78
GB43822	78
GB48781	78
GB52663	78
GB54816	78
GB54046,GB54046	72
GB53887,GB53887,GB53888	65
GB52103	74
GB44195	73
GB46733	77
GB44128	68
GB42533	75
GB47266	74
GB53951	72
GB49502	72
GB46228,GB46226,GB46222,GB46224,GB46230,GB46223,GB46227	55
GB42372	77
GB46748	74
GB44552	80
GB47569	76
GB53770	79
GB56016	78
GB48433	73
GB47902	79
GB49994	78
GB44300	79
GB48224	77
GB53887	68
GB42754	74
GB54301	79
GB42607	74
GB53669	78
GB55235	74
GB45562	76
GB54343	79
GB51330	76
GB51370	61
GB44645	69
GB46630	79
GB41161	79
GB50009	72
GB41669	73
GB48680	77
GB51978	76
GB52497	79
GB41619	75
GB41809	76
GB47927,GB47926	69
GB54103	72
GB46535	80
GB40148	71
GB43237	75
GB54312	69
GB43120	78
GB41948,GB41948	76
GB53514	64
GB40447	69
GB40297	76
GB55100	79
GB51475,GB42737	69
GB47183	76
GB55923	64
GB49102	78
GB47771	76
GB42053	70
GB55558	76
GB49167	80
GB49503	63
GB48681	70
GB40810	77
GB52806	79
GB50477	72
GB55604	77
GB41418	70
GB51224	76
GB53171	80
GB41987	76
GB47610,GB47610	78
GB53369	62
GB40862	77
GB44026	73
GB42581	69
GB52528	72
GB43315	79
GB51918	74
GB47465	78
GB54393	77
GB52121	76
GB54296	77
GB45653	77
GB47331	79
GB47137	78
GB54280	79
GB44206	78
GB51656	78
GB49462	75
GB44356	75
GB43086	79
GB41411	80
GB40110	66
GB49365	78
GB52433	75
GB43633	78
GB45956	80
GB51107	67
GB54681	79
GB50733	77
GB44744	72
GB55191	78
GB50102	79
GB49522	77
GB48679	74
GB51712	78
GB43151	76
GB47679	79
GB46540	80
GB50210	79
GB44219	65
GB51991	79
GB42078	80
GB44777	76
GB44417	80
GB46190	78
GB43844	77
GB49386	74
GB53655	78
GB54524	71
GB44886,GB44886	77
GB49865	80
GB47822	77
GB43686	79
GB55814	73
GB43102,GB43037	79
GB50723	72
GB53722	79
GB40092	71
GB47485	65
GB46299	72
GB41191	72
GB48830	70
GB52803	78
GB41638	77
GB51920,GB51920	72
GB44559	76
GB49972	68
GB55895	78
GB46298	75
GB40457	73
GB43903	80
GB49565	68
GB45660	79
GB40299	70
GB41412	78
GB50918	79
GB50124	68
GB53368	64
GB48696	65
GB40653	79
GB42318	79
GB51899	70
GB46797	71
GB51174	71
GB55140	78
GB42926	79
GB55782	75
GB54924	71
GB42725	77
GB52888	78
GB53492	70
GB46762	77
GB46517	75
GB44942	79
GB44033	80
GB48791	67
GB52644	80
GB40819	69
GB42888	63
GB48975	74
GB47592	75
GB48358	78
GB44084	76
GB40536	75
GB46172	71
GB42585	76
GB46179	78
GB47741,GB50718	67
GB46343	55
GB44929	77
GB53110	78
GB50830	72
GB46734	79
GB50389	75
GB46587	55
GB43537	78
GB55680	79
GB50029	80
GB55471	68
GB52539	77
GB43852	80
GB44022,GB54596	64
GB50656	75
GB53037,GB53127	73
GB43696	70
GB43927	62
GB47505,GB47408,GB44339,GB44339	67
GB50012	73
GB50883	71
GB45616	73
GB50612	69
GB53703	77
GB47821	76
GB53367	67
GB47840	72
GB48844	65
GB44340	80
GB51636	77
GB49405	71
GB42018	72
GB46946	72
GB42627	72
GB46619	75
GB43367	73
GB48700	63
GB54133	74
GB50230	79
GB51585	74
GB41774	78
GB41663	75
GB41361	73
GB53164	62
GB43501	70
GB46272	69
GB45523	75
GB48217,GB48217	66
GB50068	74
GB53917	67
GB55635	69
GB52832	72
GB40011	68
GB46819	74
GB41359	78
GB46648	74
GB51850	61
GB41665	68
GB52833,GB52833	66
GB53539	76
GB53018	80
GB47940	79
GB54462	80
GB50982	72
GB50283	64
GB50179	67
GB48423	79
GB43201	76
GB41719	77
GB42311	77
GB42662	76
GB41953	71
GB46680,GB47004	72
GB54836	72
GB52428	72
GB49992	79
GB43534	75
GB47877	74
GB47506,GB47482	51
GB51460	66
GB44051	72
GB44019	78
GB55827	80
GB50478	67
GB55708	75
GB48338	78
GB49938	74
GB40606	72
GB51222	70
GB46213	78
GB41151	80
GB54962	66
GB44998	73
GB43449	77
GB44068	77
GB42927	71
GB50408	75
GB54732	72
GB48832	70
GB40492	76
GB49057	65
GB48484	79
GB50676	71
GB49848	71
GB47724	77
GB41267	79
GB51579	77
GB47054	80
GB42178	78
GB42307	76
GB48713	62
GB53935	76
GB52161,GB52202,GB52203	57
GB42608	77
GB52637	77
GB45545	80
GB52027	74
GB48780	76
GB52660	60
GB53252	70
GB40722	75
GB50840	74
GB44318,GB44318,GB44318,GB44318	62
GB40448	77
GB47605	78
GB42688	74
GB45505	74
GB51146	72
GB41780	72
GB45731	79
GB48668	71
GB47364	62
GB53077	77
GB42663	58
GB45496	78
GB40828	66
GB40892	77
GB52698	74
GB48819	68
GB40165	76
GB49085	76
GB51253	78
GB55065	61
GB42910	67
GB41398	79
GB46845	78
GB48701	74
GB53795	67
GB55920	78
GB50044	78
GB41818	74
GB53946	77
GB52501	72
GB45026	77
GB55068	65
GB49987	77
GB42980,GB42980	76
GB47176	77
GB50520	78
GB47542	79
GB50296	76
GB54554	72
GB52468	78
GB40314	65
GB45010	77
GB45989	62
GB46815	67
GB47481	79
GB50530	71
GB48038	72
GB48472	75
GB46777	79
GB44503	74
GB41648	79
GB44683	78
GB54662	68
GB41078	76
GB44994	79
GB52758	64
GB51997	74
GB40338	79
GB47034	70
GB48586	66
GB42182	71
GB45434	77
GB42410	75
GB46440	80
GB41157	80
GB51736,GB41015	69
GB42599	69
GB48770	65
GB44104	78
GB47886	79
GB40860	59
GB46503	76
GB50376	65
GB50601	78
GB52786	74
GB55242	64
GB48407	74
GB53485	55
GB50611	69
GB51566	71
GB40056	77
GB50335	79
GB41210	75
GB41709	69
GB53947	75
GB48439	75
GB47707	61
GB51617	78
GB53776	71
GB43091	72
GB42716	74
GB50529	71
GB49779	76
GB48554	66
GB47830	72
GB45396	75
GB50451	72
GB45957	78
GB41084	77
GB43934	62
GB50937	69
GB55817	76
GB46197	67
GB43156	75
GB53200	76
GB51853,GB51853	64
GB55427	74
GB49857	78
GB42370	71
GB53116	74
GB53405	74
GB44608	79
GB51050	74
GB50917	78
GB43703	72
GB49786	71
GB50481	67
GB55030	74
GB44986	71
GB51485	59
GB46595	76
GB47116	71
GB50746	76
GB45209	70
GB54963	69
GB41303	79
GB46601	77
GB42305	62
GB54148	68
GB54654	72
GB53031	74
GB43642	62
GB55111	76
GB53886	74
GB48831,GB48833	55
GB54390	74
GB50241	75
GB40396	66
GB47745	78
GB45742	73
GB49572	77
GB53112	69
GB55379	63
GB51625	75
GB42228	67
GB42088	73
GB48314	76
GB53733	66
GB50905	69
GB44153	75
GB51420,GB51420	70
GB46899	77
GB45838	74
GB49220	77
GB55473	78
GB40311	63
GB50005	73
GB41236	61
GB47993	71
GB51449	57
GB53892	56
GB43823	52
GB55150	70
GB41428	62
GB48373	74
GB54969	68
GB55749,GB53749	57
GB50356	74
GB40252	75
GB45661	77
GB50220	65
GB50116,GB50121,GB45614,GB45614,GB49510	45
GB47027	60
GB51003	70
GB43951	78
GB50119	67
GB54126	59
GB45469	70
GB45476	78
GB49526	57
GB53010	74
GB42907	68
GB47859	68
GB43538	76
GB41733	73
GB53371	68
GB47618	61
GB54734	74
GB41655	66
GB41657	69
GB41589	69
GB49993	68
GB40937	73
GB46220	75
GB50149	62
GB48391	70
GB53504	60
GB42151	73
GB44399	69
GB41251	60
GB45629	71
GB42717	73
GB47371	62
GB41686	75
GB55561	77
GB44870	67
GB47464	61
GB50613	72
GB46288	70
GB49606	77
GB41228	71
GB52685	77
GB46453	72
GB49581	59
GB53484	59
GB43923	61
GB55966	76
GB43434	56
GB55057	64
GB41383,GB41383	74
GB53044,GB49554	65
GB53358	77
GB55169	65
GB46585	68
GB51301	66
GB47650	65
GB51206	72
GB54384	77
GB40331	62
GB42908	64
GB48842	72
GB44050	68
GB51695	70
GB43569	77
GB55615	71
GB47520	74
GB42767	69
GB49234	77
GB47612	75
GB40820	58
GB53863	73
GB41728	59
GB53263	58
GB53372	63
GB46668	65
GB51939	70
GB50775	61
GB41699	64
GB40093	75
GB48256	68
GB46250	74
GB51979	73
GB47754	73
GB47000	67
GB51304	73
GB48956	67
GB55298	67
GB40462	66
GB49225	72
GB46385	57
GB53930	70
GB43444	74
GB44189	71
GB54914	75
GB42287,GB53911,GB53978	51
GB40094	77
GB50888	71
GB50084	62
GB53211	58
GB52318	70
GB43440	72
GB40616	69
GB53622	71
GB50118,GB50120	68
GB42623	73
GB43112	69
GB50324	71
GB46412	62
GB42911	66
GB43476	62
GB55718,GB55718	69
GB52831	72
GB42621	74
GB48342	70
GB46399	68
GB41772	71
GB48149	71
GB44892	71
GB41620	70
GB51989	55
GB48958	72
GB50528	67
GB52248	64
GB53623	69
GB54489	72
GB54553	70
GB54455	73
GB54424	72
GB44100	70
GB53748	73
GB53125	73
GB42373	64
GB52205	68
GB52384	68
GB52408	69
GB54068	69
GB52886	67
GB40276	58
GB44385	68
GB48851	69
GB52887	64
GB43268	69
GB44001	63
GB51774	69
GB48287	69
GB45745	69
GB48184	69
GB50868	69
GB46637	68
GB41096	69
GB42132	68
GB53279	62
GB53903	69
GB47912	69
GB53620	69
GB52859	67
GB54629	69
GB43274	69
GB54824	64
GB51594	62
GB49252	60
GB55342	69
GB46163	68
GB50263	56
GB41587	64
GB54665	68
GB40045	60
GB46198	64
GB43322	69
GB42003	60
GB54620	64
GB40210	70
GB52267	69
GB52863	69
GB48041	68
GB40959	71
GB41594	69
GB51378	69
GB48073	65
GB53884	69
GB55851	70
GB40173	69
GB45781	68
GB42602	70
GB48212	69
GB49035	69
GB43072	69
GB42121	64
GB49815	60
GB41578	69
GB56037	60
GB44324	56
GB55924	62
GB44234	64
GB53511,GB45482,GB46350	65
GB52860	59
GB50326	67
GB46841	62
GB49547	69
GB40571	60
GB42122	67
GB43764	60
GB50502	69
GB40036	54
GB53498,GB53498	69
GB40040	58
GB45079	67
GB41535	69
GB46103	69
GB45954	70
GB46110	69
GB40111	69
GB50710	64
GB43547	69
GB44274	69
GB40125	70
GB50058	70
GB43050	69
GB53370	67
GB40178	60
GB41022,GB41023,GB43647,GB43765	67
GB46527,GB46527	68
GB52970	69
GB42345	67
GB42684	69
GB51294	66
GB53559	69
GB51184	68
GB41812	69
GB46993	69
GB46417	69
GB41380	69
GB44105	69
GB52549	69
GB47484	69
GB43994	67
GB48902	67
GB42123,GB46990	63
GB55726	69
GB43299	69
GB46518	70
GB47090	70
GB43535	69
GB52317	68
GB50227	68
GB55064	60
GB41637	69
GB52571	69
