orthogroup	gene	species
10142	001aaf	7460
10142	1089	88501
10143	g8298.t1	148810
10143	2.40E+05	132113
10143	001a9a	1507135
10143	2523	156304
10143	003b98	166423
10143	000ceb	516756
10143	001cb5	597456
10144	g8831.t1	148810
10144	0007dc	132113
10144	270	143995
10144	002b4d	1507135
10144	0019d6	156304
10144	0004c6	178035
10144	831	516756
10144	00022a	597456
10144	0017c9	7460
10144	2079	88501
10145	g6333.t1	148810
10145	3888	132113
10145	1.00E+62	143995
10145	2.00E+04	1507135
10145	2957	156304
10145	408	166423
10145	0011b9	178035
10145	001b0e	516756
10145	0006f6	597456
10145	000bd2	7460
10145	0026b9	88501
10146	g1030.t1	148810
10146	001a85	132113
10146	0004ee	143995
10146	0020d7	156304
10146	00225c	156304
10146	0036a5	166423
10146	00147b	178035
10146	000bd2	516756
10146	0022d7	597456
10146	2655	7460
10147	1845	1507135
10147	002b55	166423
10147	2080	88501
10148	g8848.t1	148810
10148	00103e	132113
10148	1760	166423
10148	00088a	516756
10148	0001f1	597456
10149	1475	132113
10149	1095	1507135
10149	003a84	166423
10149	0003ba	88501
1015	g9474.t1	148810
1015	00260b	132113
1015	000f5b	143995
1015	001ff1	1507135
1015	001bbe	156304
1015	000b60	166423
1015	00061b	178035
1015	1.00E+42	516756
1015	00088b	597456
1015	2016	7460
1015	002aee	88501
10150	g1827.t1	148810
10150	00398d	132113
10150	0011b1	143995
10150	001cbd	156304
10150	002af3	166423
10150	001c5c	88501
10151	g1677.t1	148810
10151	002a49	132113
10151	00243a	1507135
10151	0021f3	156304
10151	002fd2	166423
10151	00012b	7460
10151	0009f1	88501
10152	g3283.t1	148810
10152	2229	132113
10152	000fa3	166423
10152	0009d0	178035
10152	0014da	597456
10152	001de8	88501
10153	00084b	156304
10153	586	166423
10153	2057	178035
10153	0000f2	88501
10154	000f49	132113
10154	2702	143995
10154	386	1507135
10154	0016b6	156304
10154	000fdd	166423
10154	00076a	516756
10154	168	597456
10155	g2872.t1	148810
10155	951	132113
10155	2355	143995
10155	000a40	1507135
10155	003a20	166423
10155	0009ed	178035
10155	1021	516756
10155	1.80E+10	597456
10155	000df1	7460
10155	0032a7	88501
10156	003b80	132113
10156	003b96	132113
10156	000efe	143995
10156	000f01	143995
10156	000f04	143995
10156	2679	1507135
10156	0030af	166423
10156	001f17	516756
10156	0002c2	597456
10156	112	7460
10156	0032f3	88501
10156	0032f4	88501
10157	g8434.t1	148810
10157	00007a	132113
10157	0007f6	143995
10157	00313c	1507135
10157	000bd1	156304
10157	000c15	178035
10157	00174c	516756
10157	0018ad	597456
10157	1913	7460
10157	000cc5	88501
10158	g4984.t1	148810
10158	00277c	132113
10158	0023d6	1507135
10158	000b10	178035
10158	2258	516756
10158	784	597456
10158	000bf1	88501
10159	g6248.t1	148810
10159	3724	132113
10159	00284d	143995
10159	1588	156304
10159	0003bb	166423
10159	0022dd	178035
10159	0000cc	516756
10159	1849	597456
10159	000b16	7460
10159	001fa0	88501
1016	g11320.t1	148810
1016	0039f6	132113
1016	00110b	143995
1016	1226	1507135
1016	2207	156304
1016	895	166423
1016	001cc7	178035
1016	0015b4	516756
1016	00244a	597456
1016	001eb5	7460
1016	2452	88501
10160	g6231.t1	148810
10160	00371c	132113
10160	00285e	143995
10160	00157c	156304
10160	0022dc	178035
10160	00049b	516756
10160	0003a7	597456
10160	000a6f	7460
10161	2897	132113
10161	000a15	143995
10161	00021c	178035
10161	0005f2	516756
10161	00279d	516756
10161	0027be	516756
10161	000d9b	597456
10161	0006a5	7460
10162	g8334.t1	148810
10162	002cb9	132113
10162	207	143995
10162	002f32	166423
10162	00183f	178035
10162	000ccf	516756
10162	2016	597456
10162	0022f7	7460
10162	002b5d	88501
10163	g11828.t1	148810
10163	0020ef	132113
10163	001f41	1507135
10163	0002dd	166423
10163	2.10E+10	88501
10164	2.90E+06	132113
10164	001a0d	143995
10164	00046b	156304
10164	00232b	156304
10164	00191c	178035
10164	8.00E+07	516756
10164	2.30E+04	597456
10164	000df0	7460
10165	2397	132113
10165	1502	143995
10165	000b89	1507135
10165	001fe0	156304
10165	1279	166423
10165	0015b0	178035
10165	001fb0	516756
10165	0020c3	597456
10165	2692	7460
10165	000f1c	88501
10166	001eb0	132113
10166	001a87	143995
10166	151	156304
10166	00331d	166423
10166	1728	178035
10166	0002b7	516756
10166	0020b7	597456
10166	00247c	7460
10166	000f4f	88501
10167	g6283.t1	148810
10167	002c14	132113
10167	001e6d	143995
10167	00083d	1507135
10167	0.00E+00	156304
10167	00043a	166423
10167	0011be	178035
10167	1476	516756
10167	0006ec	597456
10167	000bd8	7460
10167	00138e	88501
10168	g6951.t1	148810
10168	000c4b	132113
10168	1.00E+14	143995
10168	00023f	1507135
10168	001e3f	156304
10168	00106b	166423
10168	001fa3	178035
10168	0009b5	516756
10168	000d48	597456
10168	847	7460
10168	0013f5	88501
10169	g13225.t1	148810
10169	3.80E+07	132113
10169	0006c9	143995
10169	1581	166423
1017	g855.t1	148810
1017	000e2a	132113
1017	000db8	143995
1017	000c64	1507135
1017	1786	156304
1017	56	166423
1017	000ef7	178035
1017	001a13	516756
1017	1752	597456
1017	0012df	7460
1017	001ed7	88501
10170	g59.t1	148810
10170	0030ab	132113
10170	2014	143995
10170	002fbc	1507135
10170	0017a7	156304
10170	001fce	166423
10170	0003d6	178035
10170	000b7c	516756
10170	001ec3	597456
10170	481	7460
10171	g7909.t1	148810
10171	1610	132113
10171	2227	166423
10171	403	88501
10172	0037d9	132113
10172	001ee4	143995
10172	002fbf	1507135
10172	000bff	156304
10172	0011be	516756
10172	000c9a	597456
10172	3223	88501
10173	g6643.t1	148810
10173	33	132113
10173	316	1507135
10173	0006a7	166423
10173	2404	88501
10174	g8095.t1	148810
10174	1367	132113
10174	001d59	143995
10174	0025ce	156304
10174	002e6f	166423
10174	0018a0	178035
10174	0026ce	516756
10174	0025c6	597456
10174	2417	7460
10174	0008f3	88501
10175	355	132113
10175	2697	597456
10175	0007f3	7460
10175	867	88501
10175	2692	88501
10175	00327c	88501
10175	3284	88501
10176	g10948.t1	148810
10176	000d56	132113
10176	0013d3	143995
10176	2958	1507135
10176	0008c9	156304
10176	00245c	166423
10176	1.00E+42	178035
10176	2536	516756
10176	958	597456
10176	13	7460
10176	00306a	88501
10177	000d7b	132113
10177	171	178035
10177	00189f	516756
10177	180	7460
10177	0004ce	88501
10178	g10231.t1	148810
10178	0035be	132113
10178	001ab2	1507135
10178	00096b	88501
10179	g10106.t1	148810
10179	00158b	132113
10179	001fe5	143995
10179	001a10	1507135
10179	000b25	156304
10179	1706	166423
10179	000d63	178035
10179	001b81	516756
10179	1.30E+07	597456
10179	1489	7460
10179	0003a3	88501
1018	g7920.t1	148810
1018	1661	132113
1018	00293b	143995
1018	001db1	1507135
1018	0024d1	156304
1018	2231	166423
1018	778	178035
1018	0021a5	516756
1018	0017f0	597456
1018	00223f	7460
1018	0003f8	88501
10180	003b67	132113
10180	001aec	1507135
10180	0019ad	88501
10181	g377.t1	148810
10181	000f9c	132113
10181	001b91	143995
10181	2690	1507135
10181	2519	156304
10181	2604	178035
10181	00203e	516756
10181	0019da	597456
10181	001b29	7460
10181	0005b2	88501
10182	0.00E+00	132113
10182	000d4a	1507135
10182	001f27	166423
10182	000fea	516756
10182	00048b	7460
10183	00295e	132113
10183	00299f	143995
10183	001ca2	1507135
10183	001dab	156304
10183	00031d	88501
10184	0019cd	156304
10184	000aa2	166423
10184	2352	597456
10184	000a75	88501
10185	g1391.t1	148810
10185	002cf7	132113
10185	000ef5	143995
10185	002f3a	1507135
10185	0011c5	156304
10185	00233e	156304
10185	002d5a	166423
10185	0012ad	178035
10185	0012ae	178035
10185	0016fb	516756
10185	000bfb	597456
10185	00108c	7460
10185	0028a8	88501
10186	g172.t1	148810
10186	1815	132113
10186	001bd7	143995
10186	0005d3	156304
10186	00108c	156304
10186	001c73	156304
10186	001f4b	166423
10186	000f53	178035
10186	0.00E+00	516756
10186	1890	597456
10186	00027e	7460
10186	002faf	88501
10187	003ac8	132113
10187	00075c	1507135
10187	0006d9	166423
10187	000dee	516756
10187	0025d4	88501
10188	000fcc	156304
10188	001df6	178035
10188	0022a2	88501
10188	00325d	88501
10188	3296	88501
10189	00091c	132113
10189	1145	516756
10189	00048d	597456
1019	g9840.t1	148810
1019	00197b	132113
1019	299	143995
1019	2323	1507135
1019	001b5e	156304
1019	001ee2	166423
1019	00065d	178035
1019	000a15	516756
1019	0005b9	597456
1019	00200c	7460
1019	467	88501
10190	001c94	132113
10190	00035e	1507135
10190	0010ee	166423
10190	1.10E+05	516756
10190	000e1f	597456
10190	0009b9	7460
10191	g4129.t1	148810
10191	000d07	132113
10191	1846	143995
10191	711	1507135
10191	000a64	166423
10191	001da0	88501
10192	00191c	143995
10192	001aaf	166423
10192	00016f	178035
10192	2740	516756
10192	64	597456
10192	24	7460
10192	0004d0	88501
10193	g2375.t1	148810
10193	1816	1507135
10193	0038c3	166423
10193	000ef7	516756
10193	000c16	597456
10193	00123c	88501
10194	0039db	132113
10194	818	143995
10194	000a28	156304
10194	762	166423
10194	583	178035
10194	0.00E+00	516756
10194	2130	597456
10194	0026ab	7460
10194	2289	88501
10195	g3532.t1	148810
10195	0022ea	132113
10195	00234f	143995
10195	0033ec	1507135
10195	000b4f	156304
10195	00084d	178035
10195	1032	516756
10195	0018ee	597456
10195	000d7d	7460
10195	000f7b	88501
10196	001ad0	156304
10196	001ca2	166423
10196	001a35	178035
10196	0012f3	516756
10196	0026dc	597456
10196	000bfd	88501
10197	g2813.t1	148810
10197	001b04	132113
10197	0009f8	143995
10197	1742	1507135
10197	000ee2	156304
10197	1457	166423
10197	001a91	178035
10197	0012a6	516756
10197	2537	597456
10197	00071c	7460
10197	0009bc	88501
10198	g7895.t1	148810
10198	00166b	132113
10198	001dc8	1507135
10198	2543	156304
10198	001d77	516756
10198	0017c3	597456
10198	2204	7460
10199	g1259.t1	148810
10199	0012a4	132113
10199	0011f5	143995
10199	1110	156304
10199	0.00E+00	166423
10199	00150e	178035
10199	0001ff	516756
10199	000fda	597456
10199	1.00E+91	88501
102	g5870.t1	148810
102	1180	132113
102	0013f8	143995
102	1906	1507135
102	0007f0	156304
102	3402	166423
102	000a67	178035
102	000a68	178035
102	1365	516756
102	001d6a	597456
102	000b6f	7460
102	002ee2	88501
1020	g352.t1	148810
1020	000a31	132113
1020	001f99	143995
1020	610	156304
1020	001f42	166423
1020	001f44	178035
1020	0007ee	516756
1020	1.90E+04	597456
1020	1142	7460
1020	002f1a	88501
10200	g7873.t1	148810
10200	00160b	132113
10200	00295a	143995
10200	001d1f	1507135
10200	0025d3	156304
10200	2208	166423
10200	001f29	178035
10200	000efd	516756
10200	001b09	597456
10200	00228c	7460
10201	g10806.t1	148810
10201	002f76	132113
10201	0025c1	143995
10201	000f9c	1507135
10201	0023c5	166423
10201	1798	178035
10201	2249	516756
10201	000a30	597456
10201	159	7460
10201	3.10E+07	88501
10201	00323f	88501
10202	g2562.t1	148810
10202	000d13	143995
10202	00151d	1507135
10202	3808	166423
10202	00043f	516756
10202	00141c	597456
10202	000d9d	88501
10203	g8087.t1	148810
10203	00136b	132113
10203	001d61	143995
10203	001d73	1507135
10203	0024d0	156304
10203	2.00E+67	166423
10203	1877	178035
10203	0026cb	516756
10203	0025d2	597456
10203	0023b3	7460
10204	g8828.t1	148810
10204	0007de	132113
10204	0025c2	1507135
10204	00174f	166423
10204	0004cd	178035
10204	875	516756
10204	00027f	597456
10204	0019f2	7460
10205	g6966.t1	148810
10205	000c42	132113
10205	00023a	1507135
10205	00105c	166423
10205	001b7c	178035
10205	1.30E+06	88501
10206	g11562.t1	148810
10206	001d76	132113
10206	00155e	143995
10206	0015c8	1507135
10206	00079b	156304
10206	1181	166423
10206	00163a	178035
10206	659	516756
10206	000ee3	597456
10206	001f81	7460
10206	002abb	88501
10207	001c9e	1507135
10207	0029fa	166423
10207	002f9f	88501
10208	g2948.t1	148810
10208	00093f	132113
10208	0023d0	143995
10208	9.00E+05	1507135
10208	00294a	156304
10208	1354	166423
10208	00085f	178035
10208	0014fe	516756
10208	00147d	597456
10208	000e9f	7460
10208	001f67	88501
1021	g10355.t1	148810
1021	1573	132113
1021	00122b	143995
1021	001fb6	1507135
1021	00053d	156304
1021	2.00E+39	166423
1021	000d4e	178035
1021	0020b5	516756
1021	00030e	597456
1021	1205	7460
1021	1217	7460
1021	001bdd	88501
10210	g7442.t1	148810
10210	3265	132113
10210	0000d3	143995
10210	0011db	1507135
10210	00121f	156304
10210	2503	166423
10210	0005b3	178035
10210	001b99	516756
10210	001b9e	597456
10210	002f2b	88501
10211	g3949.t1	148810
10211	1527	156304
10211	0020c7	166423
10211	475	88501
10212	g7891.t1	148810
10212	g7896.t1	148810
10212	00160d	132113
10212	2956	143995
10212	0025c6	156304
10212	00221e	166423
10212	001f0f	178035
10212	001d74	516756
10212	341	597456
10212	0014ed	88501
10214	g1427.t1	148810
10214	000b0f	143995
10214	581	1507135
10214	582	1507135
10214	583	1507135
10214	2884	156304
10214	002d2d	166423
10214	0023f7	516756
10214	2410	597456
10214	1032	7460
10214	00001f	88501
10214	00153d	88501
10215	0005fb	132113
10215	0019f9	1507135
10215	0012df	166423
10215	0.00E+00	178035
10215	0022b8	516756
10215	00090c	597456
10215	0015af	7460
10215	001be4	88501
10216	002af1	1507135
10216	2614	166423
10216	00081f	88501
10217	g1228.t1	148810
10217	00129a	132113
10217	00123d	1507135
10217	0012cd	156304
10217	000e1e	166423
10217	000fc7	597456
10217	877	88501
10218	002b1f	1507135
10218	000be5	166423
10218	00210b	7460
10219	000dbd	143995
10219	000bcb	1507135
10219	0007a8	166423
10219	001bfd	516756
10219	0004da	597456
10219	000fd8	7460
10219	351	88501
1022	g9355.t1	148810
1022	0004a8	132113
1022	00279d	143995
1022	1151	1507135
1022	2244	156304
1022	000ed8	166423
1022	00218d	178035
1022	00193b	516756
1022	0025fc	597456
1022	00201a	7460
1022	000bd9	88501
10220	g13373.t1	148810
10220	2974	132113
10220	2741	1507135
10220	2303	156304
10220	0029df	166423
10220	1831	178035
10220	2563	516756
10220	000be7	597456
10220	00010b	7460
10220	1646	88501
10221	g9639.t1	148810
10221	818	132113
10221	0010ca	1507135
10221	001b2f	178035
10221	0007c3	516756
10221	000a8b	88501
10223	g13642.t1	148810
10223	003d21	132113
10223	001db9	143995
10223	2397	1507135
10223	000aac	156304
10223	2.00E+08	166423
10223	179	178035
10223	0018a0	516756
10223	00005e	597456
10223	0002c7	7460
10224	g11805.t1	148810
10224	2.00E+01	132113
10224	001a31	143995
10224	0020f3	156304
10224	300	166423
10224	000baf	178035
10224	000fb7	516756
10224	0027ce	7460
10225	00201b	143995
10225	2119	156304
10225	0025ee	166423
10225	000f6b	178035
10225	2610	516756
10225	000d8a	597456
10226	g1716.t1	148810
10226	2713	132113
10226	2506	1507135
10226	0006ea	156304
10226	002ffa	166423
10226	2259	178035
10226	1842	516756
10226	1004	597456
10226	0010a2	7460
10226	870	88501
10227	002faf	132113
10227	000f33	1507135
10227	89	156304
10227	00376d	166423
10227	1.00E+55	178035
10227	000d70	516756
10227	968	597456
10228	2109	132113
10228	0005da	143995
10228	00002d	1507135
10228	1044	156304
10228	650	166423
10228	2501	178035
10228	00015c	516756
10228	001b7a	597456
10228	001bed	7460
10228	00310d	88501
10229	g12372.t1	148810
10229	001dc3	132113
10229	000f2c	143995
10229	1872	1507135
10229	0012eb	156304
10229	001cc6	166423
10229	00133a	516756
10229	00004a	597456
10229	1563	7460
1023	g6533.t1	148810
1023	002c4c	132113
1023	00283b	143995
1023	0007cd	1507135
1023	000fdc	156304
1023	00073c	166423
1023	00145a	178035
1023	0000cd	516756
1023	0003a5	597456
1023	000a80	7460
1023	0009f7	88501
10230	0038d9	132113
10230	871	1507135
10230	0018bc	166423
10230	000a8d	7460
10230	2100	88501
10231	1449	1507135
10231	0004be	166423
10231	0000fe	88501
10232	g6355.t1	148810
10232	0001fa	132113
10232	1.00E+66	143995
10232	000feb	156304
10232	3.00E+03	166423
10232	0024a6	178035
10232	001b1e	516756
10232	0006f2	597456
10232	000b60	7460
10233	g5002.t1	148810
10233	2764	132113
10233	0005d4	143995
10233	00103f	1507135
10233	00199d	156304
10233	1.00E+62	166423
10233	1081	178035
10233	00225c	516756
10233	00075b	597456
10233	0024b0	7460
10233	1624	88501
10234	g1064.t1	148810
10234	g3808.t1	148810
10234	g3876.t1	148810
10234	g4737.t1	148810
10234	g6578.t1	148810
10234	g9229.t1	148810
10234	761	132113
10234	000b0a	132113
10234	0.00E+00	132113
10234	1.10E+08	132113
10234	1431	132113
10234	001b24	132113
10234	001ea3	132113
10234	002a3b	132113
10234	002d93	132113
10234	0036dd	132113
10234	0026b9	143995
10234	00066b	156304
10234	0016f8	166423
10234	2351	597456
10234	2254	88501
10235	g11850.t1	148810
10235	00162e	132113
10235	001d4e	1507135
10235	2744	88501
10236	g9136.t1	148810
10236	003d4c	132113
10236	2210	143995
10236	00258f	1507135
10236	00048f	156304
10236	001c05	166423
10236	0004ba	178035
10236	2729	516756
10236	0001ce	597456
10237	001f28	1507135
10237	000c5d	166423
10237	2360	516756
10238	00193b	1507135
10238	00256b	166423
10238	799	178035
10238	0014f7	88501
10239	g11434.t1	148810
10239	1611	1507135
10239	689	516756
10239	000f50	597456
10239	2240	88501
1024	g7679.t1	148810
1024	0020aa	132113
1024	620	143995
1024	00019b	1507135
1024	000f8d	156304
1024	672	166423
1024	2.30E+09	178035
1024	001cc1	516756
1024	001b71	597456
1024	001b7b	7460
1024	0012f5	88501
10240	0.00E+00	132113
10240	000d4b	1507135
10240	001f2b	166423
10241	g10403.t1	148810
10241	002d66	132113
10241	0012b7	143995
10241	001f88	1507135
10241	2857	156304
10241	0013c0	166423
10241	001dd8	178035
10241	965	516756
10241	0027ac	516756
10241	0002f0	597456
10241	0012c2	7460
10241	00164d	88501
10242	g9811.t1	148810
10242	1950	132113
10242	000f67	143995
10242	0022bf	1507135
10242	001c12	156304
10242	00006c	166423
10242	677	178035
10242	00277c	516756
10242	000cce	597456
10242	2148	7460
10242	2153	88501
10243	0014ff	156304
10243	362	178035
10243	001e8f	597456
10243	0032b7	88501
10244	g13691.t1	148810
10244	003b81	132113
10244	001da7	143995
10244	0027a0	1507135
10244	1195	156304
10244	1.60E+04	166423
